"IdentifikatorZakazky","ZakazkaUrl","StavZakazky","PouzityPostup","ObjednavatelDruh","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DatumVyhlasenia","DatumZazmluvnenia","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularFunkcnaSpecifikacia","OpisnyFormularTechnickaSpecifikaciaTextova","OpisnyFormularTechnickaSpecifikaciaCiselna","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","MaximalnaVyskaZdrojov","ZmluvnyVztah","FinancovanieEU","HodnotiaceKriterium","LehotaNaPredkladaniePonuk","PocetNotifikovanychDodavatelov","VstupnaCena","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","PocetSutaziacich","PocetPredlozenychPonuk","ZaciatokAukcie","TrvanieAukcie_Minut","PredlzovanieAukcie_Minut","ProtokolOPriebehuZadavaniaZakazky","Priloha_c1_ZmluvnyFormularZakazky","Priloha_c2_VyslednePoradieDodavatelov","Priloha_c3_Zmluva","Priloha_c4A_ZaznamOSystemovychUdalostiachZakazky","Priloha_c4B_ZaznamOSystemovychUdalostiachElektronickejAukcie","AnonymnyZmluvnyFormularZakazky","ObjednavkovyFormularZakazky","DodavatelICO","DodavatelStat","DodavatelKraj","DodavatelOkres","DodavatelObec","DodavatelPSC","DodavatelUlica","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","IdStavVCrz",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","potrebné na výkon akreditovaných rozborov PHM na Úseku kontroly kvality.","Technické vlastnosti: Popis, Hodnota / charakteristika: vysoká, s výlevkou; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Materiál sklo, Objem 800 ml, Trieda presnosti -, Presnosť -, Delenie -Výška/priemer 175 mm/90 mm","Technické vlastnosti: Kadička vysoká s výlevkou, objem 800 ml, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","potrebné na výkon akreditovaných rozborov PHM na Úseku kontroly kvality.","Technické vlastnosti: Popis, Hodnota / charakteristika: nízka, s výlevkou; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Materiál sklo, Objem 400 ml, Trieda presnosti -, Presnosť -, Delenie -Výška/priemer 110 mm/80 mm","Technické vlastnosti: Kadička nízka s výlevkou, objem 400 ml, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Na zabezpečenie činnosti laboratória – meranie hustoty ropných produktov, príprava roztokov na laboratórne analýzy.","Technické vlastnosti: Popis, Hodnota / charakteristika: Odmerný valec; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Objem – 500 ml, Druh – vysoký, Potlač - modráDelenie po 5ml","Technické vlastnosti: Valec odmerný – 500 ml, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 5","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Na zabezpečenie činnosti laboratória.","Technické vlastnosti: Popis, Hodnota / charakteristika: Lievik tenkostenný z polypropylénu - PP; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Lievik tenkostenný z polypropylénu - PP, Priemer – 30 mm, Dĺžka stonky – 25 mm","Technické vlastnosti: Lievik tenkostenný z PP, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 5","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Pre výkon laboratórnych rozborov, prípravu východzích látok k lab. analýzam.","Technické vlastnosti: Popis, Hodnota / charakteristika: Laboratórna odmerka; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Objem – 1 000 ml, Materiál – polypropylén – PP, Ucho – áno","Technické vlastnosti: Laboratórna odmerka – 1 000 ml, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 6","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Pre výkon laboratórnych rozborov, prípravu východzích látok k lab. analýzam.","Technické vlastnosti: Popis, Hodnota / charakteristika: Laboratórna odmerka; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Objem – 2 000 ml, Materiál – polypropylén – PP, Ucho – áno","Technické vlastnosti: Laboratórna odmerka – 2 000 ml, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 6","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Pre výkon laboratórnych rozborov, prípravu východzích látok k lab. analýzam.","Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Priemer vnút/vonk 1,5/3,5 mm","Technické vlastnosti: Hadica silikónová, Jednotka: meter, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Pre výkon laboratórnych rozborov, prípravu východzích látok k lab. analýzam.","Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Priemer vnút/vonk 2/4 mm","Technické vlastnosti: Hadica silikónová, Jednotka: meter, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Spotrebný (drobný) laboratórny materiál je potrebný na výkon akreditovaných skúšok a rozborov PHM v akreditovanom laboratóriu na Úseku kontroly kvality. Tieto akreditované skúšky sú kontrolované Slovenskou národnou akreditačnou službou (SNAS).","Technické vlastnosti: Popis, Hodnota / charakteristika: podnos s držkam,- farba bledá; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Materiál PP, Objem 10 l, Pôdorys dna 300x400 mm, Rozmery 420 x 520, v 120 mm","Technické vlastnosti: Miska podložná PP s pôdorysom dna 300x400 mm, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 5","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Spotrebný (drobný) laboratórny materiál je potrebný na výkon akreditovaných skúšok a rozborov PHM v akreditovanom laboratóriu na Úseku kontroly kvality. Tieto akreditované skúšky sú kontrolované Slovenskou národnou akreditačnou službou (SNAS).","Technické vlastnosti: Popis, Hodnota / charakteristika: podstavec pre banky s guľatým dnom.; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Materiál korok, Objem 2 000 ml, Rozmery priemer: 170 mm","Technické vlastnosti: Podstavec korkový pre banky s guľatým dnom, Ø 170 mm, pre banku s objemom 2000 ml, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
"Z20237321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/342276","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","7/14/2023 3:35:11 PM","8/1/2023 9:48:00 AM","Laboratórne diagnostické pomôcky a materiál  ","","","Tovar","","Spotrebný (drobný) laboratórny materiál je potrebný na výkon akreditovaných skúšok a rozborov PHM v akreditovanom laboratóriu na Úseku kontroly kvality. Tieto akreditované skúšky sú kontrolované Slovenskou národnou akreditačnou službou (SNAS).","Technické vlastnosti: Popis, Hodnota / charakteristika: archy, nekrepovaný; Technické vlastnosti: Technické parametre, Hodnota / charakteristika: Materiál filtračný papier, Rozmery 500 x 500 mmplošný obsah: 56 – 100 g/m2","Technické vlastnosti: Filtračný papier na kvalitatívnu analýzu, archy, 500 x 500 mm, Jednotka: balenie, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","3694.000","Kúpna zmluva","False","Cena s DPH","8/1/2023 9:00:00 AM","297","3693.600","2000.000","20.000","2400.000","1293.600","5","26","8/1/2023 9:15:00 AM","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9ab339ec-1447-44db-becb-877d9343eb40","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3cbb32c7-34ea-4f8e-96b4-3110e790803d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c7f3dae0-8dda-4e76-971f-6cd937fb47dc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dbadd7e0-587e-4212-b28e-8bd33e122d55","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2774b92c-4347-4d9a-a025-9c80091e76a1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e7d9cdf-9ddb-47a7-8840-cc64283c1f49","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=718da78d-ee08-4a2c-8a96-b85b9efb7a8d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=29c86094-0ced-4196-bddb-251fa739eab1","35693487","Slovenská republika","","","Bratislava","831 06","Púchovská 12","","","","","",
