"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201837102","Z201837102_Z","Obec Slanec","00324728","Slovenská republika","Slanec","04417","Hlavná 55/114","Europe Media House s.r.o.","47713399","Slovenská republika","Vranov nad Topľou","09303","Herlianska 507/54","Kúpna zmluva","Predchádzanie vzniku BRKO obstaraním záhradných kompostérov v obci ","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice - okolie","Slanec","","25.9.2018 8:00:00","31.12.2018 12:00:00","","kus","756,0000","86999,890","0,000","86999,890","13542,110","7.9.2018 11:06:00",
"Z201837203","Z201837203_Z","Centrum sociálnych služieb - SLOVEN","00632406","Slovenská republika","Slavnica","01854","Slavnica 68","CORA GASTRO s.r.o.","44857187","Slovenská republika","Poprad","058 01","Traktorová 1","Kúpna zmluva","Termosy na prepravu jedla","39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia;39221150-3 Termosky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Ilava","Slavnica","Slavnica 68","","","19.9.2018 10:00:00","sada","1,0000","","","899,000","99,000","7.9.2018 11:46:00",
"Z201835831","Z201835831_Z","Lesné družštvo Slavošovce","36176273","Slovenská republika","Slavošovce","04936","Slavošovce 308","LENA - spol. s r.o.","31570453","Slovenská republika","Hriňová","96205","Murínska 1765","Kúpna zmluva","Zabezpečenie stability lesných ekosystémov, vodného režimu a rozvoj turizmu","03121100-6 Živé rastliny, cibuľky, korene, rastlinné rezky a sadenice;03452000-3 Stromy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Rožňava","Slavošovce","Slavošovce 308","10.9.2018 8:00:00","15.4.2020 16:00:00","","komplet","1,0000","3993,000","","3993,000","30001,000","6.9.2018 11:07:59",
"Z201836742","Z201836742_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","ŠTÝL - IVANOV s.r.o.","36498548","Slovenská republika","Vyšný Kazimír","09409","23","Kúpna zmluva","Žacie struny do krovinorezov značky STIHL","16311100-9 Kosačky trávnikov, parkov alebo športovísk;44311000-3 Lanká;44514200-8 Časti náradia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Sliač","Československej armády 1","13.9.2018 7:00:00","28.9.2018 14:00:00","","ks","11,0000","179,170","20,000","215,000","1,000","7.9.2018 10:38:00",
"Z201836108","Z201836108_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","GASTRO VRÁBEĽ, s.r.o. ","43897452","Slovenská republika","Dolný Kubín","02601","M.R.Štefánika 1832","Kúpna zmluva","Nákup výdajného pojazdného elektrického stola a nárezového stroja","39310000-8 Zariadenia hromadného stravovania;39312000-2 Zariadenia na prípravu jedál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Sliač","Československej armády 1","12.9.2018 7:00:00","31.10.2018 14:00:00","","ks","2,0000","991,670","20,000","1190,000","85,600","6.9.2018 10:44:00",
"Z201836221","Z201836221_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","KALORIM s.r.o.","50625781","Slovenská republika","Nesluša","02341","759","Zmluva o dielo","Oprava MaR vo výmenníkových staniciach","50720000-8 Opravy a údržba ústredného kúrenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba;Stavebná práca;Tovar","","Slovenská republika","Banskobystrický","Zvolen","Sliač","Kasárne letecké, Sliač","11.9.2018 7:00:00","23.11.2018 15:00:00","","celok","1,0000","91000,000","20,000","109200,000","0,000","3.9.2018 8:33:00",
"Z201836783","Z201836783_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","Povex s.r.o.","44416326","Slovenská republika","Bratislava","82101","Nevädzová 17211/6F","Kúpna zmluva","Športový materiál","37400000-2 Športový tovar a výbava;37421000-5 Žinenky do telocviční;37432000-5 Boxerské vrecia;37433000-2 Boxerské rukavice;37441500-6 Švihadlá;37442200-8 Obojručné činky;37451700-1 Futbalové lopty;37452200-3 Basketbalové lopty;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Slovenská Ľupča","Príboj 560","","","10.12.2018 15:00:00","súbor položiek zákazky","1,0000","69499,170","20,000","83399,000","14569,000","7.9.2018 12:43:59",
"Z201836249","Z201836249_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","Medishop Slovakia, s.r.o.","36748269","Slovenská republika","Bratislava","82102","Ružinovská 3","Kúpna zmluva","Zdravotnícke vybavenie","33100000-1 Zdravotnícke vybavenie;33141114-2 Zdravotnícka gáza;33141115-9 Zdravotnícke tampóny;33141117-3 Vata;33141119-7 Obklady/obväzy;33141200-2 Katétre;33141220-8 Kanyly;33141320-9 Lekárske ihly;33141641-5 Sondy;33141760-5 Dlahy;33171210-4 Masky na resuscitáciu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Slovenská Ľupča","Príboj 560","14.9.2018 8:00:00","3.12.2018 15:00:00","","súbor položiek zákazky","1,0000","","","127048,000","0,920","7.9.2018 15:37:59",
"Z201836734","Z201836734_Z","LESY Slovenskej republiky, štátny podnik","36038351","Slovenská republika","Banská Bystrica","97566","Námestie SNP 8","A.R.S. spol. s r.o.","31560270","Slovenská republika","Banská Bystrica","97401","Medený Hámor 4","Kúpna zmluva","Pneumatiky pre nákladné automobily ","34350000-5 Pneumatiky na ľahkú záťaž a pneumatiky na vysokú záťaž;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Sobrance","Sobrance","Kúpeľská 69","10.9.2018 8:00:00","14.9.2018 14:00:00","","ks","12,0000","1545,000","20,000","1854,000","555,000","6.9.2018 9:46:00",
"Z201837106","Z201837106_Z","Mesto Sobrance","00325791","Slovenská republika","Sobrance","07301","Štefánikova 23","TTP consulting s.r.o.","47176253","Slovenská republika","Považská Bystrica","01701","Stred 55/41","Kúpna zmluva","Predchádzanie vzniku BRKO obstaraním záhradných kompostérov v meste ","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Sobrance","Sobrance","","24.9.2018 12:00:00","31.12.2018 12:00:00","","kus","1241,0000","95500,000","20,000","114600,000","38508,000","7.9.2018 12:55:59",
"Z201836656","Z201836656_Z","Mesto Spišské Podhradie","00329622","Slovenská republika","Spišské Podhradie","05304","Mariánske námestie 37","TSM SLOVAKIA s.r.o.","45331294","Slovenská republika","Martin","03601","Nešporova 1252/2","Kúpna zmluva","Nákup technológie na zber komunálneho odpadu - MÚV","34100000-8 Motorové vozidlá;34113000-2 Vozidlá s náhonom štyroch kolies;34224000-3 Časti prívesov, návesov a iných vozidiel;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Levoča","Spišské Podhradie","","10.9.2018 9:00:00","14.12.2018 12:00:00","","kus","3,0000","28875,000","20,000","34650,000","20,400","5.9.2018 9:07:59",
"Z201836582","Z201836582_Z","Ľubovnianska nemocnica, n.o.","37886851","Slovenská republika","Stará Ľubovňa","06401","Obrancov mieru 3","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Lieky skupiny ATC B05-Náhrady plazmy a perfúzne roztoky/časť 1 ","33621000-9 Liečivá pre krv a krvotvorné orgány;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Stará Ľubovňa","Stará Ľubovňa","Obrancov mieru 3","","","","zákazka","1,0000","5454,970","10,000","6000,470","0,000","4.9.2018 10:38:00",
"Z201836801","Z201836801_Z","Domov pre seniorov","00691798","Slovenská republika","Stará Ľubovňa","06401","Mierová 88","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika","Bratislava","82511","Mlynské nivy   44/a","Kúpna zmluva","Dodávka elektrickej energie","09310000-5 Elektrická energia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Stará Ľubovňa","Stará Ľubovňa","Mierová 88","1.10.2018 0:00:00","1.10.2019 0:00:00","","kWh","266800,0000","39705,160","20,000","47646,190","13552,820","6.9.2018 11:34:00",
"Z201837108","Z201837108_Z","Mesto Strážske","00325813","Slovenská republika","Strážske","07222","Nám. A. Dubčeka 300","ETIKO s. r. o.","47129671","Slovenská republika","Nitra","949 01","Gemerská 10","Kúpna zmluva","Predchádzanie vzniku BRKO obstaraním záhradných kompostérov v meste ","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Michalovce","Strážske","","24.9.2018 8:00:00","30.12.2018 18:00:00","","kus","968,0000","89400,000","","89400,000","26940,000","7.9.2018 14:00:00",
"Z201836107","Z201836107_Z","Obec Sučany","00316938","Slovenská republika","Sučany","03852","Nám. SNP 31","Europe Media House s.r.o.","47713399","Slovenská republika","Vranov nad Topľou","09303","Herlianska 507/54","Kúpna zmluva","Nákup a dodanie kompostérov","39234000-1 Škatule na kompost;60000000-8 Dopravné služby (bez prepravy odpadu);79820000-8 Služby súvisiace s tlačou","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Sučany","Námestie SNP 31","10.9.2018 10:00:00","30.10.2018 10:00:00","","ks","715,0000","","","88999,990","8260,800","5.9.2018 12:48:00",
"Z201836347","Z201836347_Z","Štatistický úrad Slovenskej republiky","00166197","Slovenská republika","Bratislava","82467","Miletičova 3","Inter Cars Slovenská republika s.r.o.","35938111","Slovenská republika","Bratislava","821 04","Ivánska cesta 2","Zmluva o poskytovaní služieb","Servisná prehliadka osobného motorového vozidla Škoda Fabia po ubehnutí 250 000 km  ","34330000-9 Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily;50100000-6 Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie","Služba","","Slovenská republika","Prešovský","Svidník","Svidník","Stropkovská 3","11.9.2018 8:30:00","14.9.2018 14:00:00","","položka technickej špecifikácie","12,0000","354,000","20,000","424,800","0,000","5.9.2018 10:08:00",
"Z201836404","Z201836404_Z","Mesto Svidník","00331023","Slovenská republika","Svidník","08901","Sovietskych hrdinov 200/33","TERA PLASTIK, s.r.o.","36045705","Slovenská republika","Hontianske Tesáre","96268","Šipice  55","Kúpna zmluva","Záhradné kompostéry","39234000-1 Škatule na kompost;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Svidník","Svidník","Sovietskych hrdinov 200/33","1.10.2018 15:01:00","30.10.2018 15:01:00","","350 ks- 400 l a 538 ks 1000 l","888,0000","66487,500","20,000","79785,000","15,000","5.9.2018 15:37:59",
"Z201836746","Z201836746_Z","Mesto Zvolen","00320439","Slovenská republika","Zvolen","96001","Námestie slobody 22","JURIGA spol. s r. o.","31344194","Slovenská republika","Bratislava","85101","Gercenova 3","Kúpna zmluva","Originálne tonery do laserových a atramentových tlačiarní.","30125100-2 Tonerové náplne;30125110-5 Toner do laserových tlačiarní/faxových prístrojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Námestie slobody č. 22","10.9.2018 10:50:00","14.9.2018 14:00:00","","komplet podľa tech. špecifikácie predmetu zmluvy","1,0000","978,320","20,000","1173,990","326,010","5.9.2018 12:28:00",
"Z201837188","Z201837188_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","BULK Slovakia, s.r.o.","36638137","Slovenská republika","Banská Bystrica","97405","Krátka 22","Kúpna zmluva","Foto a video statív","32270000-6 Digitálne prenosové prístroje;32330000-5 Prístroje na záznam a reprodukciu zvuku a obrazu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T. G. Masaryka 24","14.9.2018 8:00:00","28.9.2018 14:00:00","","súbor podľa technickej špecifikácie","1,0000","348,320","20,000","417,990","12,010","7.9.2018 10:52:00",
"Z201837274","Z201837274_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","Ing. Peter Lichý - SPORT RYSY","10723242","Slovenská republika","Poprad","05801","Námestie svätého Egídia 33/77","Kúpna zmluva","Pracovné odevy, obuv a pomôcky do terénu","18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky;18931100-5 Batohy;39522540-4 Spacie vaky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T. G. Masaryka 24","17.9.2018 7:00:00","26.9.2018 15:00:00","","súbor (podľa technickej špecifikácie)","1,0000","6250,000","20,000","7500,000","372,260","7.9.2018 16:24:00",
"Z201837183","Z201837183_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","SIGMA-ALDRICH spol. s r. o. - organizačná zložka","44613385","Slovenská republika","Bratislava - mestská časť Staré Mesto","81006","Dvořákovo nábrežie 4 ","Kúpna zmluva","Analytické štandardy","24900000-3 Čisté a rôzne chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T.G. Masaryka 24","14.9.2018 8:00:00","28.9.2018 14:00:00","","súbor podľa technickej špecifikácie","1,0000","352,350","20,000","422,820","0,000","7.9.2018 9:38:00",
"Z201837095","Z201837095_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","GLOBUS spol. s r.o.","31571697","Slovenská republika","Zvolen","96001","Lieskovská cesta 472","Rámcová dohoda","Cestoviny","15800000-6 Rôzne potravinárske výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Študentská 27","","","","množstvá v zmysle technickej špecifikácie","1,0000","5689,160","20,000","6826,990","2028,580","7.9.2018 10:12:00",
"Z201837096","Z201837096_Z","Stredná odborná škola drevárska","37956469","Slovenská republika","Zvolen","96001","Lučenecká cesta 2193/17","Démos trade, s.r.o.","36439851","Slovenská republika"," Žilina","01001","Dolné Rudiny 8516/41C","Rámcová dohoda","Stolárske rezivo","03410000-7 Drevo;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Lučenecká cesta 2193/17","","","","ks","1,0000","8333,000","20,000","9999,600","0,000","7.9.2018 8:46:00",
"Z201836797","Z201836797_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","Outland s.r.o.","43945571","Slovenská republika","Lučenec","98401","Adyho 2935/6","Kúpna zmluva","Pracovné odevy, obuv a pomôcky do terénu","18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky;18931100-5 Batohy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T. G. Masaryka 24","11.9.2018 8:00:00","14.9.2018 14:00:00","","súbor podľa technickej špecifikácie","1,0000","763,750","20,000","916,500","0,000","5.9.2018 15:53:59",
"Z201837006","Z201837006_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","IMAO electric, s. r. o.","44007841","Slovenská republika","Považská Bystrica","017 01","Mládežnícka 108","Kúpna zmluva","Elektromateriál","31681410-0 Elektromateriály;31700000-3 Elektronické, elektromechanické a elektrotechnické potreby","Tovar","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T.G. Masaryka 24","13.9.2018 8:00:00","21.9.2018 14:00:00","","súbor podľa technickej špecifikácie","1,0000","437,500","20,000","525,000","267,000","6.9.2018 10:17:59",
"Z201836771","Z201836771_Z","Štátny veterinárny a potravinový ústav","42355613","Slovenská republika","Dolný Kubín","02601","Jánoškova 1611/58","BIOTECH s.r.o.","35768444","Slovenská republika","Bratislava","84105","Kresánkova 12","Kúpna zmluva","Homogenizačné skúmavky CK28 - 2ml, 7ml","33192500-7 Skúmavky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Pod Dráhami 918","8.10.2018 8:30:00","31.12.2018 13:00:00","","ks (podľa technickej špecifikácie)","25000,0000","61900,000","20,000","74280,000","27867,600","7.9.2018 14:31:59",
"Z201837068","Z201837068_Z","LESY Slovenskej republiky, štátny podnik","36038351","Slovenská republika","Banská Bystrica","97566","Námestie SNP 8","AREPO, s.r.o.","31407854","Slovenská republika","Brezová pod Bradlom","90613","Štverník 834/2","Kúpna zmluva","Pletivo uzlové, drôt, spojovací materiál","44192200-4 Klince;44313200-9 Drôtené pletivo;44333000-3 Drôty;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Žarnovica","Žarnovica","Železničná  613/13","10.9.2018 8:05:00","21.9.2018 13:00:00","","druh sortimentu ","7,0000","2000,000","0,000","2000,000","500,000","6.9.2018 14:08:00",
"Z201836583","Z201836583_Z","Ústav na výkon trestu odňatia slobody Želiezovce","738298","Slovenská republika","Želiezovce","93701","Veľký Dvor 12","OFFICE STAR, s.r.o.","46323546","Slovenská republika","Bratislava","83104","Šancová 63/3568","Kúpna zmluva","Viaczložkové granulované priemyselné hnojivo NPK 15:15:15 ","24400000-8 Priemyselné hnojivá a zlúčeniny dusíka;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Levice","Želiezovce","Veľký Dvor č. 12, 937 01  Želiezovce","10.9.2018 8:00:00","12.9.2018 14:00:00","","tona","22,0000","7389,160","20,000","8866,990","731,810","4.9.2018 13:20:00",
"Z201836077","Z201836077_Z","Domov dôchodcov a domov sociálnych služieb","00647934","Slovenská republika","Žiar nad Hronom","96501","SNP 594/139","LAWEX, spol. s r.o.","36037800","Slovenská republika","Banská Bystrica","97405","Sládkovičova 41/2974","Kúpna zmluva","Konvektomat na  zemný plyn ","39312000-2 Zariadenia na prípravu jedál;39314000-6 Priemyselné vybavenie kuchýň;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Žiar nad Hronom","SNP 139","6.9.2018 8:06:00","15.10.2018 8:06:00","","ks","1,0000","7833,330","20,000","9400,000","5480,000","4.9.2018 9:02:00",
"Z201836149","Z201836149_Z","TECHNICKÉ SLUŽBY Žiar nad Hronom, spol. s r.o.","31609651","Slovenská republika","Žiar nad Hronom","96501","A. Dubčeka 380/45","JOLUS s. r. o.","44673728","Slovenská republika","Unín","90846","47","Rámcová dohoda","Prenájom Traktobáger (rýpadlo-nakladač), pásové rýpadlo, autožeriav, montážna plošina, vysokozdvižný vozík, kombinované kladivo, montážna plošina kĺbová a prenájom náradia.","34142000-4 Žeriavové automobily a terénne vyklápacie nákladné automobily;45510000-5 Prenájom žeriavov s obsluhou;60100000-9 Služby cestnej dopravy;60181000-0 Prenájom nákladných vozidiel s vodičom;60182000-7 Prenájom priemyselných vozidiel s vodičom;60183000-4 Prenájom dodávkových vozidiel s vodičom","Služba","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Žiar nad Hronom","A.Dubčeka 380/45","","","","1","1,0000","145100,000","20,000","174120,000","44,000","4.9.2018 10:34:00",
