"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201724071","Z201724071_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Rámcová dohoda","Rôzne (vária) - voda na injekciu 10ml","33600000-6 Farmaceutické výrobky;33690000-3 Rôzne liečivá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","ampulka","28240,0000","2541,600","10,000","2795,760","186,380","2.6.2017 11:26:00",
"Z201724116","Z201724116_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Rámcová dohoda","Tráviaci trakt a metabolizmus -chlorid draselný con inf","33600000-6 Farmaceutické výrobky;33610000-9 Liečivá pre výživovú sústavu a látkovú premenu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","amp,fľ","12700,0000","4375,350","10,000","4812,890","0,000","1.6.2017 14:08:00",
"Z201724151","Z201724151_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Kardiovaskulárny systém - kreatinolfosfát","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","liekovka","36,0000","502,360","10,000","552,600","0,000","1.6.2017 15:08:00",
"Z201724156","Z201724156_Z","Všeobecná nemocnica s poliklinikou, n.o.","31908977","Slovenská republika","Veľký Krtíš","99001","Nemocničná 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Anestetiká II. časť","33661100-2 Anestetiká;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Veľký Krtíš","Veľký Krtíš","Nemocničná 1","","","","ks","3500,0000","7615,990","10,000","8377,590","1141,010","29.6.2017 14:38:00",
"Z201724157","Z201724157_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","  Kardiovaskulárny systém  - indapamid, doxazosín, hydrochlórtiazid, pentoxifylín ","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl,cps","9490,0000","606,230","10,000","666,850","11,330","2.6.2017 13:38:00",
"Z201724239","Z201724239_Z","Obec Dohňany","00317136","Slovenská republika","DOHŇANY","02051","Dohňany 68","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika","Brzotín, časť Bak","04951","Krátka 574","Kúpna zmluva","Kovová nádoba 110 l - 1 mm (kuka) alebo ekvivalent","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Púchov","Dohňany","68","12.6.2017 12:00:00","23.6.2017 12:00:00","","kus","50,0000","1246,670","20,000","1496,000","4,000","7.6.2017 12:38:00",
"Z201723503","Z201723503_Z","Stredná odborná škola obchodu a služieb, Ul. 1. mája 1264, Púchov","00158569","Slovenská republika","Púchov","02001","Ul. 1. mája 1264","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Rámcová dohoda","Tonery do tlačiarni, multifunkčných zariadení, kopíriek","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu);90513000-6 Služby na spracovanie a likvidáciu nie nebezpečného odpadu","Tovar;Služba","","Slovenská republika","Trenčiansky","Púchov","Púchov","1.mája 1264","","","","ks","115,0000","2000,000","20,000","2400,000","7531,200","5.6.2017 9:34:00",
"Z201724318","Z201724318_Z","Základná škola, Štúrova 341, Hanušovce nad Topľou","37873288","Slovenská republika","Hanušovce nad Topľou","09431","Štúrova 341","STRABAG s.r.o.","17317282","Slovenská republika","Bratislava","82518","Mlynské Nivy 61/A","Zmluva o dielo","Asfaltovanie chodníka","44113600-1 Bitúmen a asfalt;44113620-7 Asfalt;44113700-2 Materiály na opravu ciest;45233253-7 Práce vrchnej stavby chodníkov;60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca;Služba","","Slovenská republika","Prešovský","Vranov nad Topľou","Hanušovce nad Topľou","Štúrova 341","2.9.2017 10:40:00","30.9.2017 10:51:00","","m2","1800,0000","","","18000,000","7999,000","9.6.2017 11:58:00",
"Z201722123","Z201722123_Z","Slovenský hydrometeorologický ústav","00156884","Slovenská republika","Bratislava","833 15","Jeséniova 17","WTW, meracia a analytická technika, s.r.o.","36035904","Slovenská republika","Banská Bystrica","97401","ČSA 25","Kúpna zmluva","Prístrojové vybavenie na meranie terénnych parametrov podzemných vôd in situ.","38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Jeséniova 17","14.6.2017 8:00:00","18.10.2017 14:00:00","","ks","27,0000","33469,000","20,000","40162,800","25751,000","2.6.2017 15:02:00",
"Z201724308","Z201724308_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Kardiovaskulárny systém - metyldopa, L, etofylín ","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl","12300,0000","794,330","10,000","873,760","55,610","2.6.2017 14:38:00",
"Z201724325","Z201724325_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Kardiovaskulárny systém - amlodipín, bisoprolol, hydrochlórotiazid, betaxolol, kalciumdobesilát, polidokanol, polykrezulén,cinchokaín ","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;33622600-2 Betablokátorové činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tuba,amp,cps,tbl","21858,0000","718,180","10,000","790,000","149,510","5.6.2017 9:50:00",
"Z201724327","Z201724327_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Kardiovaskulárny systém -metoprolol ","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl,amp","10154,0000","1161,870","10,000","1278,060","169,900","5.6.2017 11:04:00",
"Z201724330","Z201724330_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Kardiovaskulárny systém - bisoprolol","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl","53370,0000","1226,360","10,000","1349,000","720,710","5.6.2017 11:40:00",
"Z201724332","Z201724332_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","  Kardiovaskulárny systém  - karvedilol  ","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl","18720,0000","780,450","10,000","858,500","116,700","5.6.2017 14:48:00",
"Z201724334","Z201724334_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Kardiovaskulárny systém - kyselina askorbová,rutozid  100mg+20mg","33600000-6 Farmaceutické výrobky;33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl","52100,0000","1754,550","10,000","1930,000","164,340","6.6.2017 9:44:00",
"Z201724348","Z201724348_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Kardiovaskulárny systém - diosmín, hesperidín ","33600000-6 Farmaceutické výrobky;33622400-0 Vazoprotektory;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl","7950,0000","1236,360","10,000","1360,000","31,500","6.6.2017 10:48:00",
"Z201724351","Z201724351_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Kardiovaskulárny systém -metoprolol 50mg","33600000-6 Farmaceutické výrobky;33622600-2 Betablokátorové činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","","","","tbl","22200,0000","548,920","10,000","603,810","0,000","6.6.2017 11:38:00",
"Z201724398","Z201724398_Z","Slovenská inovačná a energetická agentúra","00002801","Slovenská republika","Bratislava","82799","Bajkalská 27","DREVEX EU, s.r.o.","36835463","Slovenská republika","Prievidza","97101","Bojnická cesta 1870/45B","Kúpna zmluva","Nákup a dodanie kancelárskeho nábytku","39113000-7 Rôzne sedadlá a stoličky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Trnavská cesta 100","20.6.2017 9:00:00","20.7.2017 16:00:00","","súbor","1,0000","16203,330","20,000","19444,000","27179,190","2.6.2017 11:00:00",
"Z201724622","Z201724622_Z","Slovenská inovačná a energetická agentúra","00002801","Slovenská republika","Bratislava","82799","Bajkalská 27","Tibor Varga TSV PAPIER","32627211","Slovenská republika","Lučenec","98401","Vajanského 80","Kúpna zmluva","Nákup a dodanie kancelárskych potrieb","30192000-1 Kancelárske potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","","","","","15.6.2017 9:00:00","17.7.2017 16:00:00","","súbor","1,0000","6460,000","20,000","7752,000","1301,780","2.6.2017 15:52:00",
"Z201724625","Z201724625_Z","Stredná odborná škola polytechnická","00891479","Slovenská republika","Dolný Kubín-Kňažia","02601","Jelšavská 404","AKD s.r.o.","44865058","Slovenská republika","Galanta","92401","Hodská 370/44","Kúpna zmluva","Nerezový regál do školskej jedálne (gastro)","39151100-6 Regály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Dolný Kubín","Dolný Kubín","Jelšavská 404","12.6.2017 15:10:00","30.6.2017 15:11:00","","ks","2,0000","519,170","20,000","623,000","26,990","1.6.2017 15:48:00",
"Z201722488","Z201722488_Z","Ministerstvo dopravy a výstavby Slovenskej republiky","30416094","Slovenská republika","Bratislava","81005","Námestie slobody č. 6","Setop, s.r.o.","50616617","Slovenská republika","Dubnica nad Váhom","01841","Bratislavská 432/7","Kúpna zmluva","Dodávka výpočtovej techniky","30213000-5 Osobné počítače;30213100-6 Prenosné počítače;30213300-8 Stolový počítač;30231310-3 Ploché displeje;30232110-8 Laserové tlačiarne;30232130-4 Farebné grafické tlačiarne","Tovar","","Slovenská republika","Bratislavský","Bratislava","Bratislava","","12.6.2017 8:00:00","31.7.2017 12:00:00","","projekt","1,0000","116665,830","20,000","139999,000","15509,000","1.6.2017 15:40:00",
"Z201724718","Z201724718_Z","Centrum účelových zariadení","42137004","Slovenská republika","Piešťany","92101","Rekreačná 13","AQUA PRO, s.r.o.","36184683","Slovenská republika","Košice","04001","Pod Furčou 7","Rámcová dohoda","Zabezpečenie pitného režimu v objektoch verejného obstarávateľa","41110000-3 Pitná voda;42968100-0 Dávkovače nápojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava","Bratislava","Drotárska cesta 46 - kontaktná adresa","","","","ks","1,0000","3689,990","20,000","4427,990","240,010","1.6.2017 10:36:00",
"Z201724732","Z201724732_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","TAMAS MM s.r.o.","44422211","Slovenská republika","Košice - Krásna nad Hornádom","04018","Ukrajinská 13","Kúpna zmluva","Náhradné diely na autobusy Sor NB 12, NB 18","34913000-0 Rôzne náhradné diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","9.6.2017 10:00:00","ks","37,0000","2900,000","20,000","3480,000","1200,000","1.6.2017 9:04:00",
"Z201724733","Z201724733_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Steeling, s.r.o.","31720943","Slovenská republika","Košice - Západ","04011","Plzenská 8/1843","Kúpna zmluva","Náhradné diely na autobusy Sor NB 12, NB 18","34913000-0 Rôzne náhradné diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","9.6.2017 10:00:00","ks","795,0000","4962,880","","4962,880","27,120","1.6.2017 11:12:00",
"Z201724739","Z201724739_Z","Obec Družstevná pri Hornáde","00324116","Slovenská republika","Družstevná pri Hornáde","04431","Hlavná 38","KRIDLA s.r.o","36466778","Slovenská republika","Humenne","06601","Mierova 94","Kúpna zmluva","kancelársky papier alebo ekvivalent","30197642-8 Papier na fotokopírovanie a xerografický papier;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Košice - okolie","Družstevná pri Hornáde","Hlavná 38","5.6.2017 8:31:00","9.6.2017 8:32:00","","kartón (5bal x 500ks)","10,0000","98,330","20,000","118,000","2,000","1.6.2017 9:06:00",
"Z201724635","Z201724635_Z","Nemocnica Poprad, a. s.","36513458","Slovenská republika","Poprad","05845","Banícka 803/28","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Kúpna zmluva","Infúzne roztoky - chlorid sodný 6,8g","33692100-8 Infúzne roztoky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","","","3.6.2017 9:30:00","3.6.2019 9:30:00","","Komplet","1,0000","39032,470","10,000","42935,720","0,000","1.6.2017 9:38:00",
"Z201724773","Z201724773_Z","Stredná odborná škola letecko technická","17638593","Slovenská republika","Trenčín","91104","Legionárska 160","EKO TONER s.r.o.","47689650","Slovenská republika","Žilina","01001","Kysucká cesta 3","Kúpna zmluva"," tonery pre tlačiarne,multifunkčné zariadenia","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu);90510000-5 Likvidácia a spracovanie odpadu","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Legionárska 160","6.6.2017 7:00:00","13.6.2017 15:00:00","","ks","56,0000","","","439,990","447,010","1.6.2017 15:28:00",
"Z201724816","Z201724816_Z","Nemocnica Poprad, a. s.","36513458","Slovenská republika","Poprad","05845","Banícka 803/28","BAX PHARMA, s.r.o.","35758481","Slovenská republika","Bratislava","81104","Leškova 8","Kúpna zmluva","Infúzne roztoky - chlorid sodný 5,26g","33692100-8 Infúzne roztoky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","","","4.6.2017 9:30:00","4.6.2019 9:30:00","","Komplet","1,0000","40980,000","10,000","45078,000","120,000","2.6.2017 9:38:00",
"Z201724850","Z201724850_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","KLIMÍK SK, s.r.o.","47558601","Slovenská republika","Žilina","01004","Bitarová 170","Zmluva o dielo","výmena plynového ohrievača TÚV","50500000-0 Opravy a údržba čerpadiel, ventilov, kohútov a kovových nádob a strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba;Tovar;Stavebná práca","","Slovenská republika","Nitriansky","Nitra","Nitra","Novozámocká","13.6.2017 7:00:00","12.9.2017 15:00:00","","celok","1,0000","3799,990","20,000","4559,990","33,010","6.6.2017 11:38:00",
"Z201724860","Z201724860_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Tempus - Trans s. r. o.","31712380","Slovenská republika","Košice","04015","Železiarenská 49","Kúpna zmluva","Náhradné diely na autobusy Citelis","34913000-0 Rôzne náhradné diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","9.6.2017 10:00:00","ks","91,0000","2984,720","20,000","3581,660","15,280","1.6.2017 13:38:00",
