"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201633604","Z201633604_Z","Mesto Michalovce","00325490","Slovenská republika","Michalovce","07101","Námestie osloboditeľov 30","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Notebooky (7ks), MS Office (7 ks) ","30213100-6 Prenosné počítače;48310000-4 Softvérový balík na vytváranie dokumentov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Michalovce","Michalovce","Námestie osloboditeľov 30","11.11.2016 8:00:00","18.11.2016 14:00:00","","ks","7,0000","2454,170","20,000","2945,000","805,000","2.11.2016 14:40:00",
"Z201633824","Z201633824_Z","Štátny komorný orchester Žilina","00228672","Slovenská republika","Žilina","01128","Dolný Val 47","KC MULTIPLAST, s. r. o.","36009504","Slovenská republika","Žilina","01001","Pri Rajčianke 24","Zmluva o dielo","Plastové okná a balkónové dvere","44000000-0 Stavebné konštrukcie a materiály; pomocné výrobky pre konštrukcie (s výnimkou elektrických prístrojov);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Stavebná práca;Služba","","Slovenská republika","","","","","14.11.2016 10:54:00","23.12.2016 10:54:00","","ks","7,0000","1999,170","20,000","2399,000","75601,000","7.11.2016 11:32:00",
"Z201633826","Z201633826_Z","Obec Veľké Rovné","00321737","Slovenská republika","Veľké Rovné","01362","Veľké Rovné 1621","IZOLSTAV-ZA, s.r.o.","45963819","Slovenská republika","ŽIlina","01001","Kamenná 8422/25","Kúpna zmluva","Nákup nákladného motorového vozidla","34100000-8 Motorové vozidlá;34137000-6 Použité nákladné vozidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Žilinský","Žilina","","Obec Veľké Rovné, č. 1621, 013 62 Veľké Rovné","7.11.2016 8:00:00","21.11.2016 15:00:00","","ks","1,0000","","","44900,000","0,000","2.11.2016 11:38:00",
"Z201631492","Z201631492_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","HygoLand s.r.o.","34102787","Slovenská republika","Veľké Orvište","92201","Obchodná 303","Kúpna zmluva","Toaletný papier - Tork Smart-One ","33700000-7 Predmety osobnej starostlivosti;33761000-2 Toaletný papier;33763000-6 Papierové uteráky na ruky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","7.11.2016 10:00:00","8.11.2016 13:00:00","","bal","80,0000","795,000","","","820,000","2.11.2016 15:48:00",
"Z201634143","Z201634143_Z","Mestský podnik služieb s.r.o. ","36027278","Slovenská republika","Krupina","96301","Svätotrojičné nám. 4/4","OBCHOD S PALIVOM, s.r.o.","36018457","Slovenská republika","Banská Bystrica","97405","Sládkovičova 37/A ","Kúpna zmluva","Priemyselná posypová soľ s protispekacou prísadou - voľne ložená ","34927100-2 Soľ na posyp ciest;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Krupina","Krupina","Bebravská ulica","10.11.2016 10:53:00","30.11.2016 10:53:00","","sada","1,0000","2897,990","","","402,010","4.11.2016 11:36:00",
"Z201633014","Z201633014_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Kúpna zmluva","Univerzálny kvapalný koncentrovaný dezinfekčný a čistiaci prostriedok","24455000-8 Dezinfekčné prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","15.11.2016 8:00:00","18.11.2016 11:00:00","","ban","20,0000","829,000","20,000","994,800","0,000","3.11.2016 11:38:00",
"Z201631458","Z201631458_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","ECOLAB s.r.o.","31342213","Slovenská republika","Bratislava","81105","Čajakova 18","Kúpna zmluva","Dezinfekčný prípravok , utierky na povrchy,vedierka.","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","14.11.2016 11:00:00","16.11.2016 11:00:00","","ks-bal","51,0000","1300,000","","","20,000","3.11.2016 11:38:00",
"Z201634177","Z201634177_Z","Domov sociálnych služieb a zariadenie pre seniorov Rača","30804191","Slovenská republika","Bratislava","83106","Pri vinohradoch 267","SAD, s.r.o.","31564003","Slovenská republika","Brezno","97701","Cesta osloboditeľov 8","Kúpna zmluva","žiarovky ","31500000-1 Osvetľovacie zariadenia a elektrické žiarovky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Rača","Podbrezovská 28","7.11.2016 8:00:00","11.11.2016 13:00:00","","ks","300,0000","49,500","20,000","59,400","190,600","2.11.2016 13:14:00",
"Z201634180","Z201634180_Z","Domov sociálnych služieb a zariadenie pre seniorov Rača","30804191","Slovenská republika","Bratislava","83106","Pri vinohradoch 267","KONEX elektro, spol. s r.o.","31680569","Slovenská republika","Košice","040 01","Rastislavova 7","Kúpna zmluva","elektromateriál","31681410-0 Elektromateriály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Rača","Podbrezovská 28","7.11.2016 8:00:00","11.11.2016 13:00:00","","ks","100,0000","38,000","20,000","45,600","2,400","2.11.2016 13:14:00",
"Z201634526","Z201634526_Z","Slovenský hydrometeorologický ústav","00156884","Slovenská republika","Bratislava","833 15","Jeséniova 17","SoftwareONE Slovakia s.r.o.","46457763","Slovenská republika","Bratislava","82108","Karadžičova 8/A","Kúpna zmluva","Microsoft Visio Standard 2016 - GOV","48000000-8 Softvérové balíky a informačné systémy;48820000-2 Servery;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Jeséniová 17, 833 15 Bratislava","7.11.2016 8:27:00","11.11.2016 8:27:00","","ks","6,0000","1070,000","20,000","1284,000","1090,000","2.11.2016 9:10:00",
"Z201634603","Z201634603_Z","Košický samosprávny kraj","35541016","Slovenská republika","Košice","04266","Námestie Maratónu mieru 1","Figuríny Sk s.r.o.","44774354","Slovenská republika","Poprad","05801","Ústecko - Orlická 2346/20","Kúpna zmluva","Dodávka 17 ks pohybovateľných figurín na podstavcoch ","39154000-6 Zariadenia pre výstavy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Staré Mesto","Námestie Maratónu mieru 1","14.11.2016 8:00:00","30.12.2016 14:00:00","","komplet","1,0000","6630,000","20,000","7956,000","0,000","3.11.2016 10:38:00",
"Z201634144","Z201634144_Z","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik, Odštepný závod Piešťany","36022047 02","Slovenská republika","Piešťany","92180","Nábrežie Ivana Krasku 3/834","LASER servis, spol. s.r.o. ","35755989","Slovenská republika","Šenkvice","90081","Lipová 3","Rámcová dohoda","Renovované tonery","30125100-2 Tonerové náplne;50323000-5 Údržba a opravy periférnych zariadení počítačov;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba;Tovar","","Slovenská republika","Trnavský","Piešťany","Piešťany","Nábrežie Ivana Krasku 3/834","","","","ks","637,0000","3581,070","20,000","4297,290","0,000","2.11.2016 9:03:02",
"Z201634640","Z201634640_Z","Správa ciest Žilinského samosprávneho kraja","42054575","Slovenská republika","Žilina","01001","M. Rázusa 104","EuroServis LK spol. s r. o.","46566392","Slovenská republika","Kalinkovo ","90043","Kalinkovo 576","Kúpna zmluva","Ploter rezací","30232100-5 Tlačiarne a zapisovače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Žilinský","Dolný Kubín","Dolný Kubín","Kubínska 8","7.11.2016 8:00:00","22.11.2016 12:00:00","","ks","1,0000","1399,400","20,000","1679,280","0,500","2.11.2016 11:38:00",
"Z201634437","Z201634437_Z","Nemocnica Alexandra Wintera n. o.","36084221","Slovenská republika","Piešťany","92163","Winterova 66","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika","Bratislava","82511","Mlynské nivy   44/a","Zmluva o poskytovaní služieb","Združená dodávka plynu","09123000-7 Zemný plyn;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Piešťany","Winterova 66","1.1.2017 0:00:00","31.12.2017 23:59:00","","MWh","4312,0000","114674,460","20,000","137609,350","13841,520","24.11.2016 11:56:00",
"Z201634510","Z201634510_Z","Štatistický úrad Slovenskej republiky","00166197","Slovenská republika","Bratislava","82467","Miletičova 3","ASF FENIX SECURITY, s. r. o.","36403181","Slovenská republika","Prievidza","97101","Hviezdoslavova 3","Zmluva o poskytovaní služieb","Vykonanie kontroly požiarnych hydrantov a prenosných hasiacich prístrojov","35111300-8 Hasiace zariadenia;35111320-4 Prenosné hasiace prístroje;35111510-3 Ručné hasiace nástroje;44482100-3 Požiarnické hadice;44482200-4 Požiarne hydranty;50413200-5 Opravy a údržba protipožiarnych zariadení;51700000-9 Služby na inštalovanie zariadení protipožiarnej ochrany;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Trenčiansky","Partizánske","Klátova Nová Ves","kaštieľ, školiace stredisko SU SR","10.11.2016 10:00:00","16.11.2016 15:00:00","","zákazka","1,0000","197,000","20,000","236,400","135,600","2.11.2016 11:03:02",
"Z201634752","Z201634752_Z","Slavistický ústav Jána Stanislava Slovenskej akadémie vied","31750940","Slovenská republika","Bratislava","84104","Dúbravská cesta 9","Martin Gall - MG COMP","41751477","Slovenská republika","Prešov","08001","Šmeralova 23","Kúpna zmluva","Stolný počítač","30213300-8 Stolový počítač;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Dúbravská cesta 9","7.11.2016 12:58:00","14.11.2016 12:58:00","","kus","1,0000","364,160","20,000","436,990","113,010","2.11.2016 13:44:00",
"Z201634769","Z201634769_Z","Ponitrianske múzeum v Nitre","36102652","Slovenská republika","Nitra","94901","Štefánikova tr. č. 1","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika","Bratislava","82511","Mlynské nivy   44/a","Kúpna zmluva","Dodávka zemného plynu","09123000-7 Zemný plyn;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra - Staré Mesto","Štefánikova tr. 1","1.1.2017 0:00:00","1.1.2018 0:00:00","","kWh","341822,0000","9624,170","20,000","11549,000","1169,970","3.11.2016 14:02:00",
"Z201634809","Z201634809_Z","Obec Ivanka pri Nitre","31827004","Slovenská republika","Ivanka pri Nitre","95112","Novozámocká 326","OFFICE STAR, s.r.o.","46323546","Slovenská republika","Bratislava","83104","Šancová 63/3568","Kúpna zmluva","Obálky B6 s doručenkou ""doporučene"" a obálky B6 s doručenkou ""doporučene, do vlastných rúk, opakované doručenie""","30199000-0 Papiernický tovar a iné položky;30199200-2 Obálky, neilustrované karty a korešpondenčné lístky;30199230-1 Obálky;30199700-7 Tlačené výrobky z papiera okrem formulárov;30199710-0 Tlačené obálky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Nitra","Ivanka pri Nitre","Novozámocká 326","9.11.2016 14:31:00","16.11.2016 14:32:00","","balenie","2,0000","70,000","20,000","84,000","4,000","7.11.2016 13:38:00",
"Z201634428","Z201634428_Z","Jadrová a vyraďovacia spoločnosť, a.s.","35946024","Slovenská republika","Bratislava","82102","Tomášikova 22","AUTO ROTOS - ROZBORA s. r. o., ","35918519","Slovenská republika","Bratislava ","83105","Račianska 184/B","Kúpna zmluva","Nákup osobných motorových vozidiel.","34100000-8 Motorové vozidlá;34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Tomášikova 22","15.11.2016 8:00:00","31.3.2017 15:00:00","","kus","16,0000","0,000","20,000","0,000","8750,000","4.11.2016 13:38:00",
"Z201634949","Z201634949_Z","Mesto Fiľakovo","00316075","Slovenská republika","Fiľakovo","98601","Radničná 25","LASER servis, spol. s.r.o. ","35755989","Slovenská republika","Šenkvice","90081","Lipová 3","Kúpna zmluva","Originálne, kompatibilné (resp. repasované) tonery","30125100-2 Tonerové náplne;30125110-5 Toner do laserových tlačiarní/faxových prístrojov;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Lučenec","Fiľakovo","Radničná 25","7.11.2016 8:49:00","11.11.2016 8:49:00","","balík tonerov","1,0000","320,820","20,000","384,990","149,010","2.11.2016 10:30:00",
"Z201630865","Z201630865_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","UNOMED spol. s r. o.","00612791","Slovenská republika","Trenčín","91101","Zlatovská 2211","Kúpna zmluva","FloTrac MHD6","33123210-3 Prístroje na monitorovanie srdca;33140000-3 Zdravotnícky spotrebný materiál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1 ","18.11.2016 10:11:00","30.11.2016 10:12:00","","ks","10,0000","1658,400","20,000","1990,080","0,000","7.11.2016 10:40:00",
"Z201634961","Z201634961_Z","Fakultná nemocnica Trnava","00610381","Slovenská republika","Trnava","91775","A. Žarnova  11","Messer Medical Home Care Slovakia, s. r. o. ","46378979","Slovenská republika","Nové Mesto nad Váhom","91501","Piešťanská 12","Kúpna zmluva","servoventilátor pre ventiláciu neonatálnych pacientov ","33170000-2 Anestézia a resuscitácia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Trnava","Trnava","A. Žarnova 11","7.11.2016 9:13:00","16.12.2016 9:13:00","","ks","1,0000","14985,000","20,000","17982,000","1974,000","2.11.2016 9:50:00",
"Z201634964","Z201634964_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","MAZELI, s.r.o.","36332691","Slovenská republika","Považská Bystrica","01704","Považské Podhradie 376","Zmluva o poskytovaní služieb","Pravidelná servisná prehliadka osobného vozidla po odjazdení 120 000 km/rok.","50110000-9 Opravy a údržbárske služby pre motorové vozidlá a súvisiace vybavenie;50112000-3 Oprava a údržba osobných motorových vozidiel","Služba","","Slovenská republika","Trenčiansky","Považská Bystrica","Považská Bystrica","","7.11.2016 9:11:00","16.11.2016 9:13:00","","ks","1,0000","300,000","20,000","360,000","0,000","2.11.2016 9:17:00",
"Z201634955","Z201634955_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738280","Slovenská republika","Nitra","95050","Cintorínska 3","PAPERA s.r.o.","46082182","Slovenská republika","Banská Bystrica","97405","Čerešňová 17","Kúpna zmluva","Hygienické vložky Bella Normal maxi ","33700000-7 Predmety osobnej starostlivosti;33771100-6 Hygienické vložky alebo tampóny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Cintorínska 3","","","16.11.2016 15:00:00","balík","500,0000","222,500","20,000","267,000","108,000","2.11.2016 9:32:00",
"Z201634983","Z201634983_Z","""Jeseň života"", Zariadenie sociálnych služieb Levice","42119383","Slovenská republika","Levice","93480","Družstevnícka 22","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Kúpna zmluva","Základné a dlhodobo skladovateľné potraviny","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty;15240000-2 Ryby v konzerve a inak pripravené alebo konzervované ryby;15331400-1 Nakladaná a/alebo konzervovaná zelenina;15332200-6 Džemy a marmelády, ovocné želé; ovocné alebo orechové pyré a pasty/pretlaky;15400000-2 Živočíšne alebo rastlinné oleje a tuky;15600000-4 Mlynské výrobky, škrob a škrobové výrobky;15820000-2 Sucháre a piškóty; trvanlivé pečivo a cukrovinky;15830000-5 Cukor a jemu príbuzné výrobky;15840000-8 Kakao; čokoláda a cukrovinky;15850000-1 Cestoviny;15860000-4 Káva, čaj a príbuzné produkty;15870000-7 Koreniny a chuťové prísady;15897200-4 Výrobky v konzerve;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Levice","Levice","Družstevnícka 22","1.1.2017 9:44:00","31.12.2017 9:44:00","","ks","94198,0000","","","80100,000","160,000","2.11.2016 10:28:00",
"Z201635003","Z201635003_Z","Psychiatrická liečebňa Sučany","17335612","Slovenská republika","Sučany","03852","Hradiská 20","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika","Bratislava","82511","Mlynské nivy   44/a","Kúpna zmluva","Združená dodávka zemného plynu vrátane zodpovednosti za odchýlku","09123000-7 Zemný plyn;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","27. Ostatné služby","Slovenská republika","Žilinský","Martin","Sučany","Hradiská 20","1.1.2017 6:00:00","31.12.2017 23:59:00","","kWh","2216000,0000","58876,870","20,000","70652,240","10280,560","2.11.2016 11:18:00",
"Z201634994","Z201634994_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Biuro Usług Technicznych Krzysztof Nowicki","370337075","Poľská republika","Łężany","38-423","hr. Jana Potockiego 97","Kúpna zmluva","Fľaša poľná plastová ","39221140-0 Poľné fľaše na vodu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Vojenský útvar 9994 Nemšová, ul. Slovenskej armády 52, 914 41 Nemšová.","9.11.2016 8:00:00","9.12.2016 13:00:00","","ks","1500,0000","10243,900","23,000","12600,000","0,000","2.11.2016 12:08:00",
