"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201714392","Z201714392_Z","Mesto Piešťany","612031","Slovenská republika","Piešťany","92145","Námestie SNP č. 3","Roman Laco - ROADA","33191921","Slovenská republika","Neporadza","91326","Bošianska Neporadza 329","Kúpna zmluva","Hygienické a čistiace prostriedky","19520000-7 Plastové výrobky;24455000-8 Dezinfekčné prostriedky;33700000-7 Predmety osobnej starostlivosti;39200000-4 Zariadenie interiéru;39500000-7 Textilné výrobky;39800000-0 Čistiace a leštiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Piešťany","Nám. SNP 3, Teplická 103, Staničná 22, Javorová 27, Kalinčiakova 12, Štefánikova 125, Bodona 55","6.4.2017 9:45:00","13.4.2017 9:45:00","","komplet","1,0000","4707,500","20,000","5649,000","340,990","3.4.2017 10:59:59",
"Z201714418","Z201714418_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Kúpna zmluva","Originály tonerov do laserových tlačiarní","30125110-5 Toner do laserových tlačiarní/faxových prístrojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Matúškova č. 21","11.4.2017 10:11:00","12.4.2017 10:11:00","","ks","7,0000","429,170","20,000","515,000","104,800","4.4.2017 10:54:00",
"Z201714424","Z201714424_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","Persona s.r.o.","35900865","Slovenská republika","Bratislava","85104","Šustekova 9","Rámcová dohoda","Antibakteriálne  mydlo ","33700000-7 Predmety osobnej starostlivosti;39830000-9 Čistiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","ks","300,0000","749,990","","","0,000","3.4.2017 10:38:00",
"Z201713220","Z201713220_Z","Obec Bobrov","00314404","Slovenská republika","Bobrov","02942","Vyšný koniec 173","AGROTEM-PULZ, .s.r.o.","36399281","Slovenská republika","Liptovský Mikuláš","03101","Ul. 1. mája 4271","Kúpna zmluva","Obstaranie technického vybavenia","16710000-5 Poľnohospodárske traktory/ťahače ovládané chodcami;34144710-8 Nakladače na kolesách;34223100-7 Návesy;34390000-7 Príslušenstvo ťahačov/traktorov;43250000-0 Čelné lopatové nakladače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","","","","1.8.2017 10:00:00","31.10.2017 10:00:00","","súbor položiek podľa opisného formulára","1,0000","","","157800,000","1000,000","3.4.2017 10:38:00",
"Z201714462","Z201714462_Z","Obec Bobrov","00314404","Slovenská republika","Bobrov","02942","Vyšný koniec 173","UNIKOV NITRA, s.r.o. ","46920765","Slovenská republika","Nitra","94901","Lehotská 4","Kúpna zmluva","Obstaranie veľkoobjemných kontajnerov","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","","","","1.8.2017 10:00:00","31.10.2017 10:00:00","","súbor položiek podľa opisného formulára","1,0000","","","8850,000","10750,000","4.4.2017 11:08:00",
"Z201714466","Z201714466_Z","Domov sociálnych služieb a špecializované zariadenie Liptovský Hrádok","00647764","Slovenská republika","Liptovský Hrádok","03301","Pod Lipami  105/16","GASTRO VRÁBEĽ, s.r.o. ","43897452","Slovenská republika","Dolný Kubín","02601","M.R.Štefánika 1832","Kúpna zmluva","Elektrická výklopná smažiaca panvica","39711400-3 Pražiace pece, trúby, ohrievače jedla a variče;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Hrádok","Pod Lipami 105/16","","","28.4.2017 11:22:00","ks","1,0000","2000,000","20,000","2400,000","1087,200","4.4.2017 13:04:00",
"Z201714497","Z201714497_Z","Domov dôchodcov a domov sociálnych služieb pre dospelých v Seredi","30996678","Slovenská republika","Sereď","92600","Dolnočepenská 1620/27","L&L TEXTILE SERVICE ,s.r.o.","47411848","Slovenská republika","Galanta","92401","Októbrova 691/6","Zmluva o poskytovaní služieb","Pranie a žehlenie prádla","60000000-8 Dopravné služby (bez prepravy odpadu);98310000-9 Pranie a chemické čistenie;98315000-4 Žehlenie","Služba","","Slovenská republika","Trnavský","Galanta","Sereď","Dolnočepenská 1620/27","6.4.2017 11:49:00","5.4.2018 11:49:00","","zakázka","1,0000","7399,000","","7399,000","161,000","5.4.2017 11:51:00",
"Z201714500","Z201714500_Z","Slovenská technická univerzita v Bratislave","00397687","Slovenská republika","Bratislava","81243","Vazovova 5","FINAL - CD Bratislava, spol. s r.o.","45960470","Slovenská republika","Partizánske","95801","Škultétyho 437/18","Kúpna zmluva","Nový Peugeot Partner Furgon Pack alebo ekvivalent","34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Bernolákova 1","26.6.2017 7:00:00","21.7.2017 15:00:00","","ks","1,0000","12749,000","20,000","15298,800","2751,000","5.4.2017 13:56:00",
"Z201714519","Z201714519_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","Daax Invest s.r.o.","50155741","Slovenská republika","Žilina","01001","Lichardova 36","Kúpna zmluva","dodávka plávajúcej podlahy a ochrannej podložky pod stoličku","44112200-0 Podlahové krytiny","Tovar","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Dolnozemská","18.4.2017 13:00:00","25.4.2017 13:01:00","","predmet zákazky","1,0000","1041,670","20,000","1250,000","140,000","3.4.2017 13:38:00",
"Z201714518","Z201714518_Z","Okresný súd Dunajská Streda","00165620","Slovenská republika","Dunajská Streda","92901","Jesenského č.2","AKD s.r.o.","44865058","Slovenská republika","Galanta","92401","Hodská 370/44","Kúpna zmluva","Dodávka a montáž posuvných archívnych regálov","39132000-6 Archivačný systém;39151100-6 Regály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Dunajská Streda","Dunajská Streda","Jesenského ul. č. 2","2.5.2017 8:00:00","30.9.2017 15:00:00","","archívne miestnosti","3,0000","14166,670","20,000","17000,000","19679,200","4.4.2017 13:10:00",
"Z201713646","Z201713646_Z","Generálne riaditeľstvo Zboru väzenskej a justičnej stráže","00212008","Slovenská republika","Bratislava","82108","Šagátova 1","Vision IT Solutions, a. s.","36815799","Slovenská republika","Bratislava","81109","Pribinova 25","Kúpna zmluva","HP MSL2024 (pásková mechanika)","30233160-0 Páskové zálohové pamäte;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Šagátova 1","10.4.2017 7:00:00","13.4.2017 14:30:00","","ks","1,0000","9170,000","20,000","11004,000","0,000","7.4.2017 10:38:00",
"Z201714553","Z201714553_Z","Domov sociálnych služieb a zariadenie pre seniorov Horelica","31914039","Slovenská republika","Čadca","02201","Horelica 107","GOLD WORK, s. r. o.","44235801","Slovenská republika","Čadca","02201","Janka Kráľa 2592/9","Kúpna zmluva","Ochranná obuv, pracovné odevy ","18110000-3 Pracovné odevy;18830000-6 Ochranná obuv;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Čadca","Čadca","Horelica 107","18.4.2017 14:23:00","28.4.2017 14:23:00","","KS, balenie","215,0000","1407,500","20,000","1689,000","561,000","5.4.2017 16:08:00",
"Z201714663","Z201714663_Z","Verejnoprospešné služby Liptovský Mikuláš","00183636","Slovenská republika","Liptovský Mikuláš","03101","Družstevná 1","Topeko, s.r.o.","36252972","Slovenská republika","Trnava","91701","Kapitulská 22 ","Kúpna zmluva","Perforátor, virbulátor, pásový dopravník s magnetickým valcom","38810000-6 Zariadenia na riadenie priemyselných procesov;42417200-4 Dopravníky;42419810-7 Časti pásových dopravníkov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Družstevná 1","","","26.5.2017 10:00:00","celý predmet zákazky","1,0000","51700,000","20,000","62040,000","0,000","3.4.2017 8:38:00",
"Z201714668","Z201714668_Z","Ústredná vojenská nemocnica SNP Ružomberok-fakultná nemocnica","31936415","Slovenská republika","Ružomberok","03426","Gen. Miloša Vesela 21","AG NÁRADIE - AGRODEAL, s.r.o.","18049401","Slovenská republika","Trnava","91700","Bulharská 37/2","Kúpna zmluva","Pílové listy","44511510-3 Listy (čepele) do ručných píl;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Ružomberok","Ružomberok","Generála Miloša Vesela 21, 034 26  Ružomberok","10.4.2017 12:00:00","9.4.2018 12:00:00","","ks","160,0000","7099,000","20,000","8518,800","1801,000","3.4.2017 10:22:00",
"Z201714682","Z201714682_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","IPOS-kancelárske potreby, spol. s r.o.","17332354","Slovenská republika","Bratislava","82105","Radničné nám. 4","Rámcová dohoda","Dodávka kancelárskych potrieb","30190000-7 Rôzne kancelárske zariadenia a kancelárske potreby;30192000-1 Kancelárske potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","","","","","","","","celý predmet zákazky","1,0000","16815,000","20,000","20178,000","0,000","4.4.2017 8:38:00",
"Z201714693","Z201714693_Z","Ústav polymérov Slovenskej akadémie vied","00586927","Slovenská republika","Bratislava - Karlova Ves","84541","Dúbravská cesta 9","VWR International GmbH","FN 189903 w","Rakúska republika","Viedeň","1150","Graumanngasse 7","Kúpna zmluva","magnetické miešadlo s ohrevom, s regulátorom teploty a upínacím systémom","38436500-5 Mechanické miešačky","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Dúbravská cesta 9","13.4.2017 9:47:00","21.4.2017 9:47:00","","ks","1,0000","465,900","20,000","559,080","0,000","3.4.2017 10:26:00",
"Z201714708","Z201714708_Z","Bábkové divadlo na Rázcestí v Banskej Bystrici","35985381","Slovenská republika","Banská Bystrica","97401","Skuteckého 14","GEMINY s.r.o. ","44892748","Slovenská republika","Banská Bystrica","97401","Kynceľová 4316/10 ","Zmluva o poskytovaní služieb","Počítačové služby","51000000-9 Inštalačné služby (s výnimkou softvéru);60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Skuteckého 14","7.4.2017 10:59:00","7.4.2018 10:59:00","","ks","1,0000","698,000","20,000","837,600","2,400","3.4.2017 11:42:00",
"Z201714712","Z201714712_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","LASER servis, spol. s.r.o. ","35755989","Slovenská republika","Šenkvice","90081","Lipová 3","Kúpna zmluva","Tonery","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Trhová 3","11.4.2017 11:07:00","13.4.2017 11:10:00","","celok","1,0000","383,330","20,000","460,000","","3.4.2017 12:16:00",
"Z201714724","Z201714724_Z","Šrobárov ústav detskej tuberkulózy a respiračných chorôb, n.o.","37886479","Slovenská republika","Vysoké Tatry","05981","Dolný Smokovec","MeWAdia s.r.o.","27683818","Česká republika","Brno","60300","Hlinky 64","Kúpna zmluva","Diagnosticko - chirurgický mikroskop vrátane endoskopu a príslušenstva","33100000-1 Zdravotnícke vybavenie;33124100-6 Diagnostické prístroje;33168000-5 Endoskopia, endochirurgické prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","Vysoké Tatry","Dolný Smokovec","10.4.2017 8:00:00","16.5.2017 15:00:00","","súb.","1,0000","9890,000","","","110,000","3.4.2017 9:38:00",
"Z201713244","Z201713244_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika","Bratislava","821 01","Tomášikova 23/D","Kúpna zmluva","Stravné poukážky","30199770-8 Stravné poukážky;55520000-1 Služby hromadného stravovania;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenova 1","13.4.2017 9:00:00","13.4.2017 11:00:00","","ks","2500,0000","8482,150","","","317,850","3.4.2017 8:40:00",
"Z201714501","Z201714501_Z","Národný bezpečnostný úrad","36061701","Slovenská republika","Bratislava","85007","Budatínska 30","PROMPt, tlačiareň cenín, a.s.","00698407","Slovenská republika","Bratislava","83151","Jozefa Hagaru 9","Zmluva o dielo","Hologramy, certifikáty, bezpečnostné obaly","22993100-8 Svetlocitlivý papier alebo lepenka;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","","","","18.4.2017 12:27:00","5.5.2017 12:27:00","","celá zákazka","1,0000","4050,000","20,000","4860,000","12,000","3.4.2017 10:38:00",
"Z201714734","Z201714734_Z","Domov sociálnych služieb - LIBERTAS","00632180","Slovenská republika","Lučenec","98556","Tuhárske námestie 11","Štefan Mesároš - VEZOPAX","10928693","Slovenská republika","Lieskovec","96221","Lieskovská cesta 2737","Rámcová dohoda","Ovocie a zelenina","03220000-9 Zelenina, ovocie a orechy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Lučenec","Lučenec","Tuhárske námestie 11","","","","súprava","1,0000","48666,000","20,000","58399,200","0,000","3.4.2017 11:38:00",
"Z201714470","Z201714470_Z","Ministerstvo životného prostredia Slovenskej republiky","42181810","Slovenská republika","Bratislava","81235","Nám. Ľ. Štúra 1","LK Consult, s. r. o.","50246445","Slovenská republika","Bratislava - mestská časť Staré Mesto","81106","Tolstého 5","Kúpna zmluva","Kancelárske stoličky","39112000-0 Stoličky;39130000-2 Kancelársky nábytok;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Nám. Ľ. Štúra 1","6.4.2017 8:30:00","28.4.2017 14:00:00","","sada","1,0000","5200,000","","5200,000","4399,990","3.4.2017 10:42:00",
"Z201714595","Z201714595_Z","Bratislavská organizácia cestovného ruchu","42259088","Slovenská republika","Bratislava","81499","Primaciálne námestie č. 1","REDA s.r.o.","31347177","Slovenská republika","Bratislava ","82104","Galvaniho 16","Rámcová dohoda","Reklamné predmety","39294100-0 Informačné a propagačné výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Šafárikovo nám. 3","","","","ks","17080,0000","18099,070","20,000","21718,890","7420,930","3.4.2017 10:27:59",
"Z201714743","Z201714743_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","MAJES výťahy a eskalátory, a.s. ","35770732","Slovenská republika","Bratislava","83104","Bojnická 18 ","Zmluva o poskytovaní služieb","Servis výťahového zariadenia","50000000-5 Opravárske a údržbárske služby;50750000-7 Opravy a údržba výťahov","Služba;Tovar","","Slovenská republika","Trnavský","Trnava","Trnava","Priemyselná 5C","10.4.2017 7:00:00","10.4.2020 15:00:00","","celok","1,0000","4000,000","20,000","4800,000","0,000","7.4.2017 10:38:00",
"Z201714468","Z201714468_Z","Nemocnica svätého Michala, a. s.","44570783","Slovenská republika","Bratislava","81108","Satinského I.7770/1","Dräger Slovensko, s.r.o.","31439446","Slovenská republika","Piešťany","92101","Radlinského 40a","Kúpna zmluva","Rozšírenie funkčnosti stropných statívov ","34950000-1 Nosné zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Satinského I.7770/1, 811 08","18.4.2017 8:00:00","18.7.2017 16:00:00","","kompletné plnenie predmetu zákazky","1,0000","18500,000","20,000","22200,000","3400,000","5.4.2017 13:38:00",
"Z201714751","Z201714751_Z","Mesto Hriňová","00319961","Slovenská republika","Hriňová","96205","Partizánska 1612","PK Doprastav, a.s.","35697814","Slovenská republika","Žilina","01001","Kragujevská 11","Kúpna zmluva","Dodanie štrku","14000000-1 Produkty ťažobného priemyslu, základné kovy a príbuzné produkty;14200000-3 Piesok a íl;14210000-6 Štrk, piesok, drvený kameň a štrkopiesky (do betónu);14212000-0 Granuly, dryina, kamenný prach, riečny štrk, horninová drvina, drvený a mletý kameň, kamenné zmesi, štrkopieskové zmesi a iné štrkopiesky do betónu;14212300-3 Drvený a mletý kameň;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Detva","Hriňová","Partizánska 1612","6.4.2017 14:45:00","31.5.2017 14:46:00","","t","1200,0000","9360,000","20,000","11232,000","0,000","3.4.2017 15:22:00",
"Z201714752","Z201714752_Z","Kancelária Národnej rady Slovenskej republiky","00151491","Slovenská republika","Bratislava - Staré Mesto","81280","Nám. Alexandra Dubčeka 1 ","KLIMA TREND, spol. s r.o.","36519901","Slovenská republika","Nitra","949 01","Štúrova 165 165","Kúpna zmluva","Nákup zvlhčovačov a náhradných dielov do zvlhčovačov","42512510-6 Zvlhčovače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Námestie Alexandra Dubčeka 1","6.4.2017 8:00:00","6.4.2018 8:00:00","","kus","99,0000","25833,330","20,000","31000,000","6892,400","3.4.2017 9:52:00",
"Z201713656","Z201713656_Z","Rozhlas a televízia Slovenska","47232480","Slovenská republika","Bratislava","84545","Mlynská dolina","Juraj Spišák - Majster Papier","13959603","Slovenská republika","Bratislava 5","85101","Wolkrova 1135/5, P.O.BOX 212","Rámcová dohoda","(5) Hygienické potreby 2017","33711900-6 Mydlo;33761000-2 Toaletný papier;33763000-6 Papierové uteráky na ruky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Mylnská  dolina","","","","Rozsah v zmysle tech. špec. pre údaj Maximum","1,0000","6660,900","20,000","7993,080","0,100","3.4.2017 10:38:00",
"Z201714742","Z201714742_Z","Technické služby Detva s.r.o.","36057029","Slovenská republika","Detva","96212","Bottova 1272","REDOX, s.r.o.","36052981","Slovenská republika","Lučenec","98401","A.S. Jegorova 2","Kúpna zmluva","Nákup jazdeného vozidla na zvoz komunálneho odpadu s rotačným systémom lisovania","34100000-8 Motorové vozidlá;34137000-6 Použité nákladné vozidlá;34144510-6 Vozidlá na smeti;34144512-0 Vozidlá na zhutňovanie smetí;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Detva","Detva - sídlisko","Bottova 1272","5.4.2017 13:44:00","10.4.2017 13:43:00","","kus","1,0000","43300,000","20,000","51960,000","0,000","3.4.2017 8:24:00",
