"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201731060","Z201731060_Z","Centrum polygrafických služieb","42272360","Slovenská republika","Bratislava","83106","Sklabinská 1","GRAFITEC SLOVAKIA GROUP s. r. o.","45262543","Slovenská republika","Bratislava","83106","Račianska 190","Kúpna zmluva","Nájom s právom kúpy prenajatej veci - stroj s individuálnymi funkciami ","31640000-4 Stroje a prístroje s individuálnymi funkciami;51500000-7 Inštalácia strojov a zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Vajnory","Sklabinská 1","4.9.2017 10:07:00","8.9.2017 10:05:00","","ks","1,0000","116000,000","20,000","139200,000","4000,000","6.7.2017 10:46:00",
"Z201731065","Z201731065_Z","Správa ciest Žilinského samosprávneho kraja","42054575","Slovenská republika","Žilina","01001","M. Rázusa 104","Simply supplies a.s.","36283355","Slovenská republika","Bratislava","83104","Bojnická 3","Kúpna zmluva","Multifunkčné kopírovacie zariadenie - samostatne stojace","30121100-4 Fotokopírovacie stroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Žilinský","","","","12.7.2017 6:00:00","19.7.2017 13:00:00","","ks","5,0000","5840,000","20,000","7008,000","4160,000","4.7.2017 11:20:00",
"Z201731085","Z201731085_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","COMINFO, a.s.","63482576","Česká republika","Zlín","760 01","Nábřeží 695","Rámcová dohoda","Komponenty do prístupového systému","32422000-7 Sieťové komponenty","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Tr. A. Hlinku 1, 949 74  Nitra","","","","súbor","1,0000","","","21307,380","0,000","3.7.2017 12:08:00",
"Z201729347","Z201729347_Z","Ministerstvo dopravy a výstavby Slovenskej republiky","30416094","Slovenská republika","Bratislava","81005","Námestie slobody č. 6","JUTEX - Contract, s.r.o. ","35787473","Slovenská republika","Bratislava","82104","Ivánska cesta 2","Zmluva o dielo","Koberce do chodieb a kancelárií 2017","39531000-3 Koberce;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","","10.7.2017 8:00:00","31.12.2017 0:00:00","","projekt","1,0000","14373,330","20,000","17248,000","2552,000","3.7.2017 13:22:00",
"Z201731253","Z201731253_Z","Základná škola Jozefa Horáka","35991496","Slovenská republika","Banská Štiavnica","96922","P.Dobšinského 17","Ing. Petra Spišáková - Majster Papier","46340998","Slovenská republika","Dunajská Lužná","90042","Kvetná 861/1","Kúpna zmluva","čistiace prostriedky","39800000-0 Čistiace a leštiace výrobky;39830000-9 Čistiace výrobky","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Štiavnica","Banská Štiavnica","Ul. P. Dobšinského č. 17","1.8.2017 8:32:00","4.8.2017 8:34:00","","Zákazka","1,0000","941,660","20,000","1129,990","310,010","6.7.2017 9:22:00",
"Z201731255","Z201731255_Z","Nemocnica Alexandra Wintera n. o.","36084221","Slovenská republika","Piešťany","92163","Winterova 66","HÔRKA s.r.o.","36314196","Slovenská republika","Trenčianska Teplá","91401","Teplická 1/655","Rámcová dohoda","Mäso, mäsové výrobky			","15110000-2 Mäso;15112130-6 Kurčatá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Piešťany","","","","","súbor","1,0000","21594,990","10,000","23754,490","2905,010","3.7.2017 10:36:00",
"Z201731261","Z201731261_Z","Mesto Piešťany","612031","Slovenská republika","Piešťany","92145","Námestie SNP č. 3","SOFOS, a. s.","31318347","Slovenská republika","Bratislava","84546","Dúbravská cesta 3","Kúpna zmluva","Nákup výpočtovej techniky 2017","30213200-7 Tabletový počítač;30213300-8 Stolový počítač;48624000-8 Softvérový balík pre operačný systém osobného počítača (PC);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Piešťany","","11.7.2017 9:00:00","24.7.2017 9:00:00","","kus","34,0000","","","23300,000","3700,000","3.7.2017 10:46:00",
"Z201730666","Z201730666_Z","Generálna prokuratúra Slovenskej republiky","166481","Slovenská republika","Bratislava ","81285","Štúrova 2","TEMPEST a.s.","31326650","Slovenská republika","Bratislava","82104","Galvaniho 17/B","Zmluva o poskytovaní služieb","Údržba SW riešenia Romboid","60000000-8 Dopravné služby (bez prepravy odpadu);72260000-5 Služby súvisiace so softvérom;72267000-4 Služby na údržbu a opravu softvéru","Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Štúrova 2","28.7.2017 0:00:00","28.7.2019 0:00:00","","mesiac","24,0000","","","124416,000","0,000","3.7.2017 12:04:00",
"Z201731292","Z201731292_Z","Štátny inštitút odborného vzdelávania","17314852","Slovenská republika","Bratislava","83763","Bellova 54/A","Slovak Telekom, a.s.","35763469","Slovenská republika","Bratislava","81762","Bajkalská 28","Zmluva o poskytovaní služieb","poskytovanie a prevádzkovanie mobilných telekomunikačných služieb","60000000-8 Dopravné služby (bez prepravy odpadu);64200000-8 Telekomunikačné služby;64212000-5 Mobilné telefónne služby;72400000-4 Internetové služby","Služba;Tovar","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Bellová 54/A","1.8.2017 0:00:00","31.7.2018 0:00:00","","ks","34,0000","6616,670","20,000","7940,000","4059,990","6.7.2017 11:10:00",
"Z201731297","Z201731297_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","2U spol. s r.o.","17315786","Slovenská republika","Bratislava","81102","Martinengova 1","Kúpna zmluva","Interiérový stojan na vlajky kovový trojramenný s kruhovou podstavou","35821100-6 Vlajkový stožiar;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Za kasárňou 3","","","24.7.2017 11:00:00","ks","3,0000","915,000","20,000","1098,000","0,000","3.7.2017 10:38:00",
"Z201731302","Z201731302_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","2U spol. s r.o.","17315786","Slovenská republika","Bratislava","81102","Martinengova 1","Kúpna zmluva","Vlajky saténové 150 x 100 cm","35821000-5 Vlajky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Za kasárňou 3","","","17.7.2017 12:00:00","súbor položiek zákazky","1,0000","1082,000","20,000","1298,400","1,600","3.7.2017 11:38:00",
"Z201731317","Z201731317_Z","Slovenská zdravotnícka univerzita v Bratislave","00165361","Slovenská republika","Bratislava ","83303","Limbová 12","Biomedica Slovakia, s.r.o. ","35849258","Slovenská republika","Bratislava","84101","Drobného 27","Kúpna zmluva","Diagnostická súprava na základnú a nadstavbovú diagnostiku infekcie HIV z preventívnych dôvodov","33141625-7 Diagnostické súpravy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Limbová 14","13.7.2017 8:00:00","21.7.2017 10:00:00","","sada","1,0000","304,000","10,000","334,400","0,000","3.7.2017 9:38:00",
"Z201731318","Z201731318_Z","Slovenská zdravotnícka univerzita v Bratislave","00165361","Slovenská republika","Bratislava ","83303","Limbová 12","Unicomp s.r.o.","31660967","Slovenská republika","Poprad","05801","Svätoplukova 23","Kúpna zmluva","Kultivačné médiá","24300000-7 Základné anorganické a organické chemikálie;24900000-3 Čisté a rôzne chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Limbová 14","13.7.2017 8:00:00","21.7.2017 11:00:00","","sada","1,0000","206,000","20,000","247,200","0,000","3.7.2017 9:38:03",
"Z201731321","Z201731321_Z","Trenčianske múzeum v Trenčíne","34059199","Slovenská republika","Trenčín ","91250","Mierové námestie 46","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Kúpna zmluva","Kancelárske potreby","30192000-1 Kancelárske potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Mierové námestie 46","25.7.2017 11:52:00","25.7.2017 11:52:00","","celok","1,0000","1721,670","20,000","2066,000","382,600","6.7.2017 13:52:00",
"Z201731320","Z201731320_Z","Trenčianske múzeum v Trenčíne","34059199","Slovenská republika","Trenčín ","91250","Mierové námestie 46","Juraj Spišák - Majster Papier","13959603","Slovenská republika","Bratislava 5","85101","Wolkrova 1135/5, P.O.BOX 212","Kúpna zmluva","Čistiace potreby","18141000-9 Pracovné rukavice;18424300-0 Jednorazové rukavice;33761000-2 Toaletný papier;39224300-1 Metly a kefy a iné výrobky na upratovanie domácností;39800000-0 Čistiace a leštiace výrobky;39830000-9 Čistiace výrobky;39831200-8 Saponáty;39831300-9 Čistiace prostriedky na podlahu;39831600-2 Čistiace prostriedky na toalety;39832000-3 Čistiace prostriedky na riad;39833000-0 Protiprachové prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Mierové námestie 46","24.7.2017 12:14:00","24.7.2017 12:14:00","","celok","1,0000","1332,500","20,000","1599,000","802,800","4.7.2017 12:52:00",
"Z201731327","Z201731327_Z","Národný ústav srdcových a cievnych chorôb, a.s.","35971126","Slovenská republika","Bratislava","83348","Pod Krásnou hôrkou 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","kreatínfosfát","33622000-6 Liečivá pre srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Pod Krásnou hôrkou 1","","","","lag","600,0000","7709,000","10,000","8479,900","658,000","3.7.2017 9:50:00",
"Z201731331","Z201731331_Z","Národný ústav srdcových a cievnych chorôb, a.s.","35971126","Slovenská republika","Bratislava","83348","Pod Krásnou hôrkou 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","ganciklovir","33651400-2 Antivírusové prostriedky na systémové použitie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Pod Krásnou hôrkou 1","","","","liekovka injekčná sklenená","150,0000","6041,000","10,000","6645,100","277,000","3.7.2017 9:58:00",
"Z201730598","Z201730598_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","Laboratory Imaging s.r.o.","14890925","Česká republika","Praha 10","10200","Za drahou 171/17","Kúpna zmluva","Systém digitálneho snímania (2D/3D), archivovania a komparácie obrazových dát ","30211500-6 Centrálne riadiace jednotky (CPU) alebo procesory;30213000-5 Osobné počítače;30216110-0 Skenery na používanie s počítačom;30231000-7 Počítačové monitory a konzoly;30237410-6 Počítačová myš;30237420-9 Joysticky;30237460-1 Počítačové klávesnice;32333200-8 Videokamery;38432000-2 Prístroje na rozbory;48461000-7 Analytický alebo vedecký softvérový balík;48900000-7 Rôzne softvérové balíky a počítačové systémy;51612000-5 Inštalácia zariadení na spracovanie informácií;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Slovenská Ľupča","Príboj 560","21.7.2017 8:00:00","29.9.2017 15:00:00","","súbor položiek zákazky","1,0000","44600,000","20,000","53520,000","240,000","11.7.2017 11:38:00",
"Z201731345","Z201731345_Z","Sanatórium Tatranská Kotlina, n. o.","36167991","Slovenská republika","Vysoké Tatry","05954","Tatranská Kotlina 68","Pow-en a.s.","43860125","Slovenská republika","Bratislava","82109","Prievozská 4B","Kúpna zmluva","Dodávka elektrickej energie","09310000-5 Elektrická energia;65300000-6 Rozvod elektriny a súvisiace služby","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","Vysoké Tatry","Tatranská Kotlina 68","1.1.2018 0:00:00","31.12.2018 23:55:00","","MWh","362,0700","40800,000","20,000","48960,000","5699,000","3.7.2017 10:58:00",
"Z201731347","Z201731347_Z","Sanatórium Tatranská Kotlina, n. o.","36167991","Slovenská republika","Vysoké Tatry","05954","Tatranská Kotlina 68","Energie2, a.s.","46113177","Slovenská republika","Bratislava","81108","Lazaretská 3a","Kúpna zmluva","Dodávka zemného plynu","09123000-7 Zemný plyn;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","Vysoké Tatry","Tatranská Kotlina 68","1.1.2018 0:00:00","31.12.2018 23:55:00","","MWh","3000,0000","79050,620","20,000","94860,740","3444,000","3.7.2017 14:12:00",
"Z201731350","Z201731350_Z","Centrum sociálnych služieb - Chmelinec","17066913","Slovenská republika","Púchov","02001","Hoštinská č. 1620","GASTRO VRÁBEĽ, s.r.o. ","43897452","Slovenská republika","Dolný Kubín","02601","M.R.Štefánika 1832","Kúpna zmluva","Veľkokapacitný elektrický sporák","39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia;39310000-8 Zariadenia hromadného stravovania;39312000-2 Zariadenia na prípravu jedál;39312200-4 Zariadenia závodných jedální;39314000-6 Priemyselné vybavenie kuchýň;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Púchov","Púchov","Hoštinská 1620","6.7.2017 13:40:00","15.8.2017 13:41:00","","celok","1,0000","1933,330","20,000","2320,000","668,000","3.7.2017 14:18:00",
"Z201731341","Z201731341_Z","Ministerstvo dopravy a výstavby Slovenskej republiky","30416094","Slovenská republika","Bratislava","81005","Námestie slobody č. 6","BISMARCK s.r.o.","36768758","Slovenská republika","Žilina","01001","Horný Val 8/17","Kúpna zmluva","Výroba a dodanie magnetiek a vzdelávacích magnetických hier ","31630000-1 Magnety;37524100-8 Vzdelávacie hry;60000000-8 Dopravné služby (bez prepravy odpadu);79341000-6 Reklamné služby","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Námestie slobody 6","17.7.2017 12:00:00","28.8.2017 12:00:00","","projekt","1,0000","17500,000","20,000","21000,000","6000,000","3.7.2017 14:34:00",
"Z201730734","Z201730734_Z","Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky","00699021","Slovenská republika","Bratislava","83336","Hlboká cesta 2","Peter Šesták - KANPEX","11891581","Slovenská republika","Bratislava","83104","Vajnorská 108","Rámcová dohoda","Kancelárske potreby","30192000-1 Kancelárske potreby;30192100-2 Vymazávacie potreby (guma, zmizík);30192133-2 Strúhadlá na ceruzky;30192160-0 Korektory;30192800-9 Samolepiace etikety;30192910-3 Korekčný pás alebo páska;30194500-0 Písacie pomôcky;30197000-6 Drobné kancelárske vybavenie;30197220-4 Spony na papier;30197320-5 Zošívačky;30197321-2 Rozošívače;30197330-8 Dierovače;30199230-1 Obálky;30192124-6 Fixky;30192125-3 Zvýrazňovače","Tovar","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","","","","","ks","224357,0000","18166,670","20,000","21800,000","13300,000","3.7.2017 11:00:00",
"Z201731239","Z201731239_Z","Ústav na výkon trestu odňatia slobody Želiezovce","738298","Slovenská republika","Želiezovce","93701","Veľký Dvor 12","Lucia Rošková R-interiér","41192516","Slovenská republika","Zvolen","96001","M. R. Štefánika 2588/33","Kúpna zmluva","Stavebný a hutný materiál","24957200-9 Prísady do cementov, malty alebo betónu;44111200-3 Cement;44111400-5 Nátery a obklady/izolácie/opláštenie múrov;44111800-9 Malta (stavebná);44111900-0 Keramické dlaždice;44334000-0 Profily;44514200-8 Časti náradia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Levice","Želiezovce","Veľký Dvor č. 12","10.7.2017 8:01:00","13.7.2017 14:00:00","","ks","1,0000","4048,330","20,000","4858,000","38,000","3.7.2017 9:38:00",
"Z201731365","Z201731365_Z","Centrum sociálnych služieb-Bôrik","00648710","Slovenská republika","Nitrianske Pravno","97213","Žltá 319/25","CIBEX, s.r.o.","46491091","Slovenská republika","Žilina","01001","Kamenná 11","Kúpna zmluva","Pracovné odevy","18110000-3 Pracovné odevy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Nitrianske Pravno","Žltá 319/25","24.7.2017 14:29:00","28.7.2017 14:30:00","","celok","1,0000","742,500","20,000","891,000","9,000","4.7.2017 15:10:00",
"Z201731369","Z201731369_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","HÔRKA s.r.o.","36314196","Slovenská republika","Trenčianska Teplá","91401","Teplická 1/655","Kúpna zmluva","Mäso a mäsové výrobky","15100000-9 Živočíšne výrobky, mäso a mäsové výrobky;15111000-9 Mäso z hovädzieho dobytka;15113000-3 Bravčové mäso;15130000-8 Mäsové výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Smetanova 6","12.7.2017 6:00:00","31.12.2017 14:00:00","","súbor (podľa technickej špecifikácie)","1,0000","10053,640","10,000","11059,000","2141,000","3.7.2017 11:18:00",
"Z201731127","Z201731127_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","Dräger Slovensko, s.r.o.","31439446","Slovenská republika","Piešťany","92101","Radlinského 40a","Kúpna zmluva","Detekčné trubičky a náhradné diely do súprav na analýzu vzduchu","38432100-3 Analyzátory plynu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Bánovská cesta 8111","17.7.2017 8:00:00","11.9.2017 15:00:00","","súbor položiek zákazky","1,0000","29950,000","20,000","35940,000","0,000","3.7.2017 10:38:00",
