"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201769422","Z201769422_Z","Štátna ochrana prírody Slovenskej republiky","17058520","Slovenská republika","Banská Bystrica","97401","Tajovského 28B","Novosedlík - AEN s.r.o.","47333413","Slovenská republika","Bratislava ","83104","Vajnorská 108/A","Kúpna zmluva","Terénne obytné auto - karavan","34113200-4 Terénne a cestné vozidlá;34144800-6 Pojazdné obydlia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Tajovského 28B","1.2.2018 9:00:00","30.4.2018 14:00:00","","ks","1,0000","66500,000","20,000","79800,000","7238,400","5.1.2018 10:38:00",
"Z201768988","Z201768988_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","Povex s.r.o.","44416326","Slovenská republika","Bratislava","82101","Nevädzová 17211/6F","Kúpna zmluva","Športový materiál","18523000-1 Stopky;37400000-2 Športový tovar a výbava;37421000-5 Žinenky do telocviční;37430000-1 Boxerský výstroj;37432000-5 Boxerské vrecia;37433000-2 Boxerské rukavice;37441300-4 Stacionárne bicykle;37441400-5 Veslárske trenažéry;37442000-8 Vybavenie na váhové a odporové cvičenie;37442100-8 Jednoručné činky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Slovenská Ľupča","Príboj 560","15.1.2018 8:00:00","28.2.2018 15:00:00","","súbor položiek zákazky","1,0000","22499,990","20,000","26999,990","2680,010","3.1.2018 14:00:00",
"Z201769506","Z201769506_Z","Nemocnica Poprad, a. s.","36513458","Slovenská republika","Poprad","05845","Banícka 803/28","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Kúpna zmluva","Kontrastná látka - kyselina diatrizoová","33696800-3 Kontrastné prostriedky na röntgenovanie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","","","12.1.2018 9:30:00","12.1.2019 9:30:00","","Sklenená ampulka","6000,0000","16350,000","10,000","17985,000","0,000","10.1.2018 9:38:00",
"Z201769651","Z201769651_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika","Bratislava 5","85101","Wolkrova 5, P.O.BOX 212","Kúpna zmluva","Čistiace, dezinfekčné, umývacie, pracie prostriedky a hygienické potreby","24455000-8 Dezinfekčné prostriedky;39224000-8 Metly a kefy a iné predmety rôznych typov;39800000-0 Čistiace a leštiace výrobky;39830000-9 Čistiace výrobky;39831000-6 Pracie prostriedky;39831200-8 Saponáty;39831210-1 Saponáty na umývanie riadu;39831220-4 Odmasťovacie prostriedky;39831300-9 Čistiace prostriedky na podlahu;39831600-2 Čistiace prostriedky na toalety;39832000-3 Čistiace prostriedky na riad;39832100-4 Čistiaci prášok na riad","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Hollého 11","","","22.1.2018 9:25:00","ks/bal.","1584,0000","749,170","20,000","899,000","301,000","8.1.2018 11:16:00",
"Z201769654","Z201769654_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","Tibor Varga TSV PAPIER","32627211","Slovenská republika","Lučenec","98401","Vajanského 80","Kúpna zmluva","Kancelárske potreby","30192130-1 Ceruzky;30192150-7 Dátumové pečiatky;30192160-0 Korektory;30192800-9 Samolepiace etikety;30193200-0 Stolové zásobníky alebo organizéry;30197000-6 Drobné kancelárske vybavenie;30197210-1 Krúžkové viazače;30197220-4 Spony na papier;30197320-5 Zošívačky;30197321-2 Rozošívače;30199200-2 Obálky, neilustrované karty a korešpondenčné lístky;60000000-8 Dopravné služby (bez prepravy odpadu);30192121-5 Guľôčkové perá;30192124-6 Fixky","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Námestie obetí komunizmu 1","","","25.1.2018 9:38:00","ks/bal.","42913,0000","24575,000","20,000","29490,000","2910,000","8.1.2018 10:30:00",
"Z201769656","Z201769656_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika","Piešťany","92101","Krajinská cesta 3","Rámcová dohoda","Cestoviny","03211300-6 Ryža;15611000-4 Lúpaná ryža;15850000-1 Cestoviny;15851000-8 Múčne výrobky;15851100-9 Surové cestoviny;15851230-9 Lazane;15851250-5 Kuskus;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Vysokoškolské mesto Ľ. Štúra - Mlyny UK, Jedáleň Venza,  Staré Grunty 36, 841 04 Bratislava","","","","Kompletný predmet zákazky","1,0000","48320,000","20,000","57984,000","5,000","5.1.2018 9:38:00",
"Z201769658","Z201769658_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika","Piešťany","92101","Krajinská cesta 3","Rámcová dohoda","Mrazené ryby","15220000-6 Mrazené ryby, rybie filé a ostatné rybie mäso;15221000-3 Mrazené ryby;15229000-9 Mrazené rybie výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Vysokoškolské mesto Ľ. Štúra - Mlyny UK, Jedáleň Venza,  Staré Grunty 36, 841 04 Bratislava","","","","Kompletný predmet zákazky","1,0000","40400,000","20,000","48480,000","9288,000","5.1.2018 10:46:00",
"Z201769660","Z201769660_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika","Piešťany","92101","Krajinská cesta 3","Rámcová dohoda","Syry","15500000-3 Mliečne výrobky;15540000-5 Syrárske výrobky;15542200-1 Mäkký syr;15542300-2 Feta;15543100-7 Syr s modrou plesňou;15543200-8 Cheddar;15543400-0 Parmezán;15544000-3 Tvrdý syr;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Vysokoškolské mesto Ľ. Štúra - Mlyny UK, Jedáleň Venza,  Staré Grunty 36, 841 04 Bratislava","","","","Kompletný predmet zákazky","1,0000","54700,000","20,000","65640,000","13552,000","5.1.2018 13:02:00",
"Z201769663","Z201769663_Z","Štátny geologický ústav Dionýza Štúra","31753604","Slovenská republika","Bratislava-Staré Mesto","81704","Mlynská dolina 1","mediatip.sk, s. r. o.","36013978","Slovenská republika","Dubnica nad Váhom","01841","Bratislavská 432/7","Kúpna zmluva","Softvérové produkty","48000000-8 Softvérové balíky a informačné systémy;48310000-4 Softvérový balík na vytváranie dokumentov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Mlynská dolina 1","11.1.2018 8:00:00","8.2.2018 16:00:00","","ks","6,0000","2099,990","20,000","2519,990","387,390","3.1.2018 11:46:00",
"Z201769650","Z201769650_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","Práčovne a čistiarne s.r.o. Nitra","31438890","Slovenská republika","Nitra","94901","Priemyselná 9","Rámcová dohoda","Pranie, chemické čistenie a žehlenie bielizne a textilu, jeho odvoz a dovoz podľa požiadaviek objednávateľa","60000000-8 Dopravné služby (bez prepravy odpadu);98310000-9 Pranie a chemické čistenie;98311000-6 Zber bielizne;98315000-4 Žehlenie","Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Tr.A. Hlinku 1, Dražovská cesta 2, Dražovská cesta 4, Nábr. Mládeže 1, Nábr. Mládeže 91, Kraskova 1, Slančíkovej 1","","","","súbor","1,0000","14499,990","20,000","17399,990","18468,010","11.1.2018 16:16:00",
"Z201769668","Z201769668_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","Profexy s.r.o.","46440577","Slovenská republika","Topoľčany","95501","Dopravná 1364/11","Rámcová dohoda","Čistiace prostriedky do gastrozariadení","39831220-4 Odmasťovacie prostriedky;39831250-3 Vyplachovacie roztoky;39832000-3 Čistiace prostriedky na riad;39832100-4 Čistiaci prášok na riad;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Vysokoškolské mesto Ľ. Štúra - Mlyny UK, Jedáleň Venza,  Staré Grunty 36, 841 04 Bratislava","","","","Kompletný predmet zákazky","1,0000","12699,000","20,000","15238,800","7724,000","5.1.2018 12:08:00",
"Z201769667","Z201769667_Z","Univerzitná nemocnica Bratislava","31813861","Slovenská republika","Bratislava","82101","Pažítková 4","Jarmila Svítková-BIBIONE","35400307","Slovenská republika","Trnava","91701","Tehelná 14","Kúpna zmluva","Súbor sedení do nemocníc","39113200-9 Lavice s operadlom;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Ružinovská 6, Limbová 5, Antolská 11, Mickiewiczova 13","11.1.2018 8:00:00","25.1.2018 14:00:00","","skupina produktov","1,0000","74166,670","20,000","89000,000","21440,000","3.1.2018 9:00:00",
"Z201769669","Z201769669_Z","Akadémia ozbrojených síl generála Milana Rastislava Štefánika","37910337","Slovenská republika","Liptovský Mikuláš","03101","Demänová 393","Bidfood Slovakia s. r. o.","34152199","Slovenská republika","Nové Mesto nad Váhom","91501","Piešťanská 2321/71","Rámcová dohoda","Mrazené ryby, rybie filé a ostatné rybie mäso","15220000-6 Mrazené ryby, rybie filé a ostatné rybie mäso;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Demänová 393","","","","1 zákazka","1,0000","47916,670","20,000","57500,000","12460,000","4.1.2018 10:56:00",
"Z201765277","Z201765277_Z","Obec Trnovec nad Váhom","00306240","Slovenská republika","Trnovec nad Váhom","92571","Trnovec nad Váhom 587","Zeppelin SK s.r.o.","31579710","Slovenská republika","Banská Bystrica - Kráľová","97405","Zvolenská cesta 14605/50","Kúpna zmluva","Čelný kolesový nakladač","34144710-8 Nakladače na kolesách;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Šaľa","Trnovec nad Váhom","Trnovec nad Váhom 587","15.1.2018 7:30:00","18.5.2018 15:00:00","","ks","1,0000","","","83200,000","4561,000","12.1.2018 14:18:00",
"Z201769713","Z201769713_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","LifeTechnologies s.r.o.","45341931","Slovenská republika","Bratislava","81101","Laurinská 18","Kúpna zmluva","Kvalita pz","19520000-7 Plastové výrobky;24000000-4 Chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","BIOMED, Malá hora 4C, Martin 036 01","8.1.2018 10:00:00","16.2.2018 14:00:00","","Kompletný predmet zákazky","1,0000","158,110","","","0,000","5.1.2018 9:38:00",
"Z201769715","Z201769715_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","Lambda Life a.s.","35848189","Slovenská republika","Bratislava","85101","Levočská 3","Kúpna zmluva","Chemikálie pz","24000000-4 Chemické výrobky;38437100-8 Pipety;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","BIOMED, Malá hora 4C, Martin 036 01","8.1.2018 10:00:00","16.2.2018 14:00:00","","Kompletný predmet zákazky","1,0000","3210,600","","","0,000","5.1.2018 9:38:00",
"Z201769716","Z201769716_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","SARSTEDT spol. s r.o.","31359825","Slovenská republika","Bratislava","85101","Údernícka 11","Kúpna zmluva","Plasty pz","19520000-7 Plastové výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","BIOMED, Malá hora 4C, Martin 036 01","8.1.2018 10:00:00","16.2.2018 14:00:00","","Kompletný predmet zákazky","1,0000","890,630","","","0,000","5.1.2018 9:38:01",
"Z201769837","Z201769837_Z","Ľubovnianska nemocnica, n.o.","37886851","Slovenská republika","Stará Ľubovňa","06401","Obrancov mieru 3","EKONA COR SK s.r.o.","50176811","Slovenská republika","Žilina","01001","Vojtecha Tvrdého 819/1","Kúpna zmluva","Kardiotokograf pre potreby gynekologicko-pôrodníckeho oddelenia","33112100-9 Ultrazvukový srdcový detektor;33121000-4 Systém pre dlhodobé ambulantné zaznamenávanie;33121500-9 Elektrokardiogramy;33123230-9 Kardiografy;33195000-3 Systém monitorovania pacientov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Stará Ľubovňa","Stará Ľubovňa","Obrancov mieru 3","29.1.2018 8:00:00","16.2.2018 15:00:00","","Zákazka ","1,0000","","","9200,000","794,400","10.1.2018 11:02:00",
"Z201769848","Z201769848_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","CAPAS, s.r.o.","46288767","Slovenská republika","Moravany nad Váhom","92221","Pod lesom 866/16","Kúpna zmluva","Dodávka a montáž interiérových hliníkových žalúzií","39515430-8 Vodorovné žalúzie;45421145-2 Montáž žalúzií","Tovar;Stavebná práca","","Slovenská republika","Nitriansky","Nitra","Nitra","Trieda A. Hlinku 1","17.1.2018 8:00:00","16.2.2018 15:00:00","","súbor","1,0000","708,330","20,000","850,000","1112,000","9.1.2018 11:14:00",
"Z201769843","Z201769843_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","FISHER Slovakia, spol. s r.o.","36483095","Slovenská republika","Levoča","05401","Mäsiarska 13","Kúpna zmluva","Laboratórny materiál zo skla - kadička, miska, tyčinka, fľaša so závitom, skúmavky, lievik","33790000-4 Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar;33791000-1 Sklenené výrobky;33793000-5 Sklenené výrobky pre laboratóriá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","Moyzesova 11,","15.1.2018 8:00:00","31.1.2018 14:00:00","","bal.","1,0000","171,670","20,000","206,000","40,000","3.1.2018 11:48:00",
"Z201769399","Z201769399_Z","Štátna ochrana prírody Slovenskej republiky","17058520","Slovenská republika","Banská Bystrica","97401","Tajovského 28B","mediatip.sk, s. r. o.","36013978","Slovenská republika","Dubnica nad Váhom","01841","Bratislavská 432/7","Kúpna zmluva","Audiotechnika","32332100-0 Diktafóny;32342000-2 Reproduktory;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Tajovského 28B","22.1.2018 9:00:00","16.3.2018 14:00:00","","ks","30,0000","2434,990","20,000","2921,990","951,200","5.1.2018 13:00:00",
"Z201769861","Z201769861_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","X logistics, s.r.o.","47899948","Slovenská republika","Nitra","94905","Dvorčianska 815","Kúpna zmluva","Počítač s príslušenstvom","30200000-1 Počítačové zariadenia a spotrebný materiál;30213300-8 Stolový počítač","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Trieda A. Hlinku 1","9.3.2018 8:00:00","9.4.2018 15:00:00","","súbor","1,0000","927,470","20,000","1112,970","0,010","9.1.2018 11:08:00",
"Z201769647","Z201769647_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","SUNSOFT plus spol. s r.o.","31590128","Slovenská republika","Dolný Kubín","026 01","Hviezdoslavovo nám. 1688/15","Zmluva o poskytovaní služieb","Servis a údržba zariadenia XEROX Color 700i","50530000-9 Opravy a údržba strojov;60000000-8 Dopravné služby (bez prepravy odpadu);72267100-0 Údržba programového vybavenia (softvér) informačných technológií","Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, 010 26 Žilina, EDIS - vydavateľské centrum, Univerzitná 3833 - blok HB, Žilina","8.1.2018 8:00:00","31.10.2018 14:00:00","","služba","1,0000","23145,000","20,000","27774,000","0,000","4.1.2018 10:37:59",
"Z201769909","Z201769909_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Marián Troliga - MT","10671315","Slovenská republika","Prešov","08001","Košicka 20","Kúpna zmluva","Náhradné diely na autobusy Solaris U15","34300000-0 Časti a príslušenstvo vozidiel a ich motorov;34310000-3 Motory a časti motorov;34320000-6 Mechanické náhradné súčiastky okrem motorov a ich častí;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","8.1.2018 9:00:00","ks","51,0000","5760,000","20,000","6912,000","1230,000","2.1.2018 12:04:00",
"Z201769916","Z201769916_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Tempus - Trans s. r. o.","31712380","Slovenská republika","Košice","04015","Železiarenská 49","Kúpna zmluva","Náhradné diely na autobusy Citelis","34300000-0 Časti a príslušenstvo vozidiel a ich motorov;34310000-3 Motory a časti motorov;34320000-6 Mechanické náhradné súčiastky okrem motorov a ich častí;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","5.1.2018 9:00:00","ks","1764,0000","7650,000","20,000","9180,000","1350,000","2.1.2018 11:10:00",
"Z201769933","Z201769933_Z","Základná škola Horný Vadičov","37812581","Slovenská republika","Horný Vadičov","02345","Horný Vadičov 277","LINEA SK spol. s r.o.","35716932","Slovenská republika","Bratislava","83104","Bojnická 10","Kúpna zmluva","Školský nábytok","39160000-1 Školský nábytok;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov 277","19.1.2018 9:00:00","15.2.2018 14:00:00","","kus","41,0000","3916,670","20,000","4700,000","1104,400","8.1.2018 10:06:00",
"Z201769931","Z201769931_Z","Slovenská agentúra životného prostredia","00626031","Slovenská republika","Banská Bystrica","97590","Tajovského 28","X-NET spol. s r.o.","31399835","Slovenská republika","Bratislava","83104","Tomášikova 64","Kúpna zmluva","Nákup novej verzie programu WhatsUp Gold Total, Tier 300","48000000-8 Softvérové balíky a informačné systémy;48900000-7 Rôzne softvérové balíky a počítačové systémy","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","","12.1.2018 7:00:00","22.1.2018 16:00:00","","licencia","1,0000","6370,830","20,000","7645,000","1089,000","8.1.2018 12:38:00",
