"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z20164074","Z20164074_Z","Stredná priemyselná škola Jozefa Murgaša","00161471","Slovenská republika","Banská Bystrica","97518","Hurbanova 6","OPAL MULTIMEDIA, spol. s r.o.","31726607","Slovenská republika","Prešov","08006","Družstevná 40","Kúpna zmluva","Výpočtová technika","30213000-5 Osobné počítače;32321200-1 Audiovizuálne zariadenia;32324300-3 Televízne zariadenia;32341000-5 Mikrofóny;32342400-6 Akustické prístroje;32581100-0 Kábel na prenos údajov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Hurbanova 6","15.3.2016 9:40:00","31.3.2016 9:40:00","","ks","33,0000","2999,000","20,000","3598,800","0,000","3.3.2016 10:20:00",
"Z20164090","Z20164090_Z","Kancelária Národnej rady Slovenskej republiky","00151491","Slovenská republika","Bratislava - Staré Mesto","81280","Nám. Alexandra Dubčeka 1 ","Altrinia s. r. o.","47907266","Slovenská republika","Bratislava","85101","Kopčianska 3759/15 ","Kúpna zmluva","Smart Array BBWC Battery Pack - 398648-001","30230000-0 Zariadenia súvisiace s počítačmi;31400000-0 Akumulátory, galvanické články a batérie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Námestie Alexandra Dubčeka 1","","","14.3.2016 10:00:00","kus","1,0000","50,000","20,000","60,000","0,000","1.3.2016 8:38:00",
"Z20163235","Z20163235_Z","Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica","00165549","Slovenská republika","Banská Bystrica","97517","Námestie L. Svobodu č. 1","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Kúpna zmluva","Tŕň aspiračný s bakteriálnym filtrom pre viacnásobný odber roztoku /SPIKE/","33140000-3 Zdravotnícky spotrebný materiál;33196000-0 Zdravotné pomôcky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Nám.L.Svobodu č.1","14.3.2016 13:05:00","16.3.2016 13:06:00","","ks","3200,0000","1300,000","20,000","1560,000","460,000","2.3.2016 13:45:59",
"Z20164102","Z20164102_Z","Mesto Senec","00305065","Slovenská republika","Senec","90301","Mierové námestie 8","Ing. Peter Gerši GCTECH","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Kúpna zmluva","Drobné kancelárske potreby","30190000-7 Rôzne kancelárske zariadenia a kancelárske potreby;30192800-9 Samolepiace etikety;30197000-6 Drobné kancelárske vybavenie;30199230-1 Obálky;39241200-5 Nožnice;60000000-8 Dopravné služby (bez prepravy odpadu);30192121-5 Guľôčkové perá","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Senec","Senec","Mierové námestie 8","","","14.3.2016 13:00:00","položky","19,0000","565,830","20,000","679,000","321,000","1.3.2016 8:08:00",
"Z20164104","Z20164104_Z","Mesto Dunajská Streda","00305383","Slovenská republika","Dunajská Streda","92901","Hlavná ulica 50/16","DREVOKOM SLOVAKIA s.r.o. ","47136201","Slovenská republika","Čičava","09301","Čičava 314","Kúpna zmluva","Vybavenie pre materské školy","39151100-6 Regály;39161000-8 Nábytok pre materské školy;39221120-4 Šálky a poháre;39221210-2 Taniere;39240000-6 Príbor;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Dunajská Streda","Dunajská Streda","Hlavná 50/16","","","18.3.2016 13:09:00","ks","1,0000","","","2247,500","152,500","2.3.2016 13:42:00",
"Z20164106","Z20164106_Z","Mesto Dunajská Streda","00305383","Slovenská republika","Dunajská Streda","92901","Hlavná ulica 50/16","AB SYSTEM SLOVAKIA","36707741","Slovenská republika","Komárno","94501","Hadovská 870","Kúpna zmluva","Nábytok a zariadenie pre materské školy","37520000-9 Hračky;39000000-2 Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky;39110000-6 Sedadlá, stoličky a podobné výrobky a súvisiace časti;39111000-3 Sedadlá;39113400-1 Rozkladacie ležadlá;39143112-4 Matrace;39143115-5 Gumené plachty;39512100-5 Plachty;39512200-6 Prikrývky na periny;39512500-9 Obliečky na vankúše;39514100-9 Uteráky;39515000-5 Záclony/závesy, drapérie, záclonky a textilné tienidlá;39530000-6 Koberce, rohože a predložky;39531000-3 Koberce;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Dunajská Streda","Dunajská Streda","Hlavná 50/16","","","18.3.2016 13:14:00","ks","1,0000","","","9850,000","2150,000","2.3.2016 13:54:00",
"Z20164082","Z20164082_Z","Krajský súd v Banskej Bystrici","00215775","Slovenská republika","Banská Bystrica","97487","Skuteckého 7","One Print s.r.o. ","47726989","Slovenská republika","Pezinok ","90201","Gorkého 12","Kúpna zmluva","Tonery","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Skuteckého 7","12.3.2016 10:00:00","30.12.2016 15:30:00","","ks","303,0000","3340,830","20,000","4009,000","390,990","1.3.2016 16:38:00",
"Z20163949","Z20163949_Z","Miestny športový klub Iskra Petržalka","00686743","Slovenská republika","Bratislava - mestská časť Petržalka","85101","Údernícka 20","STAV mix, s. r. o. ","36427900","Slovenská republika","Žilina ","01001","Lichardova 2802/51","Zmluva o dielo","Výstavba multifunkčného ihriska","43325000-7 Zariadenia pre parky a ihriská;45112000-5 Výkopové zemné práce a presun zemín;45212220-4 Stavebné práce na objektoch viacúčelových športových zariadení;45236110-4 Stavebné práce na stavbe plôch pre športové ihriská;45236210-5 Stavebné práce na stavbe plôch pre detské ihriská;60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca;Tovar;Služba","20. Podporné a pomocné dopravné služby","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","","","","31.3.2016 0:00:00","projekt","1,0000","18556,000","20,000","22267,200","9332,000","4.3.2016 12:03:00",
"Z20164127","Z20164127_Z","""KAMILKA"", Zariadenie sociálnych služieb Maňa","00596221","Slovenská republika","Maňa","94145","Námestie M.R. Štefánika 8","CHRISTEYNS Slovakia s. r. o.","46872973","Slovenská republika","Bratislava","81103","Panenská 6","Rámcová dohoda","Tekuté pracie prostriedky so systémom dávkovačov","39831000-6 Pracie prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Nové Zámky","Maňa","Námestie M.R. Štefánika 8","","","","zákazka","1,0000","4141,000","20,000","4969,200","1,200","1.3.2016 15:10:00",
"Z20164133","Z20164133_Z","""KAMILKA"", Zariadenie sociálnych služieb Maňa","00596221","Slovenská republika","Maňa","94145","Námestie M.R. Štefánika 8","FEREX, s.r.o.","17682258","Slovenská republika","Nitra","94901","Vodná 23","Kúpna zmluva","Kovový kontajner na odpad 1100 lit. s okrúhlym vekom","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Nové Zámky","Maňa","Námestie M.R. Štefánika 8","10.3.2016 14:53:00","11.3.2016 14:54:00","","ks","4,0000","870,000","20,000","1044,000","85,990","1.3.2016 15:32:00",
"Z20164131","Z20164131_Z","Psychiatrická nemocnica Philippa Pinela Pezinok","30801397","Slovenská republika","Pezinok","90218","Malacká cesta 63","Ľubica Križanová - Veľkoobchod OZ","43555811","Slovenská republika","Trnava","91701","Trstínska cesta 9","Kúpna zmluva","Konzumné zemiaky - balenie 25 kg","03212100-1 Zemiaky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Pezinok","Pezinok","Malacká cesta č. 63","11.3.2016 14:36:00","30.4.2016 14:36:00","","kg","10000,0000","2124,160","20,000","2548,990","1891,010","1.3.2016 15:38:00",
"Z20163630","Z20163630_Z","Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky","00699021","Slovenská republika","Bratislava","83336","Hlboká cesta 2","Ib-elektro s.r.o.","46375210","Slovenská republika","Rimavská Sobota","97901","Železničiarska 48","Rámcová dohoda","Chladničky","39711110-3 Chladničky s mrazničkou;39711130-9 Chladničky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Hlboká cesta 2","","","","kus","25,0000","3375,000","20,000","4050,000","1110,000","1.3.2016 15:16:00",
"Z20164143","Z20164143_Z","Národné osvetové centrum","00164615","Slovenská republika","Bratislava","81234","Námestie SNP 12","PAXTRAVEL, s. r. o.","31340571","Slovenská republika","Bratislava - mestská časť Petržalka","851 01","Pečnianska 23","Zmluva o poskytovaní služieb","Ubytovanie 3","55110000-4 Hotelové ubytovacie služby;55270000-3 Služby spojené s poskytovaním nocľahu a raňajok;98341000-5 Ubytovacie služby","Služba","17. Hotelové a reštauračné služby","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Namestie SNP 12","28.6.2016 8:00:00","15.7.2016 15:00:00","","Rozsah v zmysle tech.špec. pre udaj Maximum","1,0000","29990,000","","29990,000","5946,000","1.3.2016 10:03:00",
"Z20164027","Z20164027_Z","Slovenský hydrometeorologický ústav","00156884","Slovenská republika","Bratislava","833 15","Jeséniova 17","CODUM s.r.o.","35684038","Slovenská republika","Bratislava","85102","Vranovská 59 - P.O.BOX 139","Kúpna zmluva","Kancelárske ergonomické kreslo","39112000-0 Stoličky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","27. Ostatné služby","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","","14.3.2016 11:32:00","16.3.2016 11:32:00","","ks","2,0000","","","428,000","72,000","1.3.2016 12:10:00",
"Z20164145","Z20164145_Z","Národné osvetové centrum","00164615","Slovenská republika","Bratislava","81234","Námestie SNP 12","PP project & production s.r.o.","46001115","Slovenská republika","Bratislava","83106","Kubačova 13","Zmluva o poskytovaní služieb","Technicko -organizačné zabezpečenie 2016 -4","50800000-3 Rôzne opravárske a údržbárske služby;51000000-9 Inštalačné služby (s výnimkou softvéru);51900000-1 Služby na inštalovanie navádzacích a riadiacich systémov;55200000-2 Kempingy, táboriská a iné nehotelové ubytovanie;60130000-8 Služby osobnej cestnej dopravy na osobitné účely;60172000-4 Požičiavanie autobusov a autokarov s vodičom;63712000-3 Pomocné služby pre cestnú dopravu;79953000-9 Služby na organizovanie festivalov;79990000-0 Rôzne obchodné služby;98300000-6 Rôzne služby;71356000-8 Technické služby","Služba","26. Rekreačné, kultúrne a športové služby","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Námestie SNP 12","15.3.2016 12:00:00","15.7.2016 17:14:00","","Rozsah v zmysle tech. špec. pre údaj Maximum","1,0000","6330,000","","6330,000","1000,000","1.3.2016 11:03:00",
