"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201642494","Z201642494_Z","Technické služby mesta Trebišov","00188433","Slovenská republika","Trebišov","07501","Stavebná 2165/2","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika","Žilina","01001","Kálov 356","Kúpna zmluva","Stravné poukážky","30199770-8 Stravné poukážky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Trebišov","Stavebná 2165/2","1.1.2017 8:00:00","31.12.2017 15:00:00","","ks","22000,0000","68977,900","","","2382,100","1.12.2016 11:58:00",
"Z201642511","Z201642511_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Liečivá pre respiračný systém - tietylperazín","33600000-6 Farmaceutické výrobky;33670000-7 Liečivá pre dýchací systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","čapík ","744,0000","220,930","10,000","243,020","0,000","2.12.2016 9:38:00",
"Z201642523","Z201642523_Z","Kancelária prezidenta Slovenskej republiky","30845157","Slovenská republika","Bratislava","81000","Hodžovo námestie 1","STORIN plus s.r.o.","47599090","Slovenská republika","Bratislava","83103","Riazanská 57","Zmluva o poskytovaní služieb","Monitoring médií","72300000-8 Dátové služby;72319000-4 Poskytovanie údajov;72320000-4 Databázové služby;79811000-2 Služby v oblasti digitálnej tlače;92400000-5 Služby spravodajských agentúr","Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Hodžovo námestie 1","1.1.2017 0:00:00","31.12.2017 23:59:00","","súbor","1,0000","6480,000","20,000","7776,000","0,000","2.12.2016 12:03:02",
"Z201642540","Z201642540_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MEDICAL GROUP SK a. s.","31708030","Slovenská republika","Bratislava","83104","Trnavská cesta 27/B","Rámcová dohoda","Antibiotiká - cefuroxim 1,5g","33600000-6 Farmaceutické výrobky;33651100-9 Látky ničiace baktérie na systémové použitie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","liekovka","3900,0000","9799,640","10,000","10779,600","0,000","1.12.2016 15:08:00",
"Z201640954","Z201640954_Z","Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica","00165549","Slovenská republika","Banská Bystrica","97517","Námestie L. Svobodu č. 1","Ing. Ladislav Ivanics  IL - MED","33126500","Slovenská republika","Štúrovo","94301","Hlavná 52","Kúpna zmluva","Rukavice jednorazové, vyšetrovacie, nitrilové, nepudrované, veľkosť: S, M, L","18424300-0 Jednorazové rukavice;33140000-3 Zdravotnícky spotrebný materiál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Nám.L.Svobodu č.1","12.12.2016 13:45:00","13.12.2016 13:45:00","","S=20 bal./M=1 000 bal./L=280 balení/1Balenie=100ks","1300,0000","2581,100","20,000","3097,320","458,900","1.12.2016 15:10:00",
"Z201642567","Z201642567_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Antitrombotiká - altepláza 20 mg +20ml solv.","33600000-6 Farmaceutické výrobky;33621100-0 Antitrombotické činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","liekovka","15,0000","3042,900","10,000","3347,190","16,650","2.12.2016 11:16:00",
"Z201642495","Z201642495_Z","Finančné riaditeľstvo Slovenskej republiky","42499500","Slovenská republika","Banská Bystrica","97401","Lazovná 63","Pavol Galbavý PAIGER-servis elektronických zariadení","33174199","Slovenská republika","Trenčianska Turná","91321","473","Kúpna zmluva","Pop - up stena - mediálna stena s logom","79340000-9 Reklamné a marketingové služby","Služba","","Slovenská republika","","","","","","","30.12.2016 10:00:00","ks","8,0000","5249,930","20,000","6299,920","1980,080","2.12.2016 10:03:05",
"Z201642571","Z201642571_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Rámcová dohoda","Chemoterapeutiká- metronidazol 500mg/100ml","33600000-6 Farmaceutické výrobky;33651100-9 Látky ničiace baktérie na systémové použitie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","PE fľaša","2200,0000","2216,500","10,000","2438,150","0,000","2.12.2016 11:38:00",
"Z201642577","Z201642577_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","DCX spol. s r.o.","47133694","Slovenská republika","Bratislava - mestská časť Staré Mesto","81101","Gorkého 5","Rámcová dohoda","Cytostatiká - bendamustín 25 mg","33600000-6 Farmaceutické výrobky;33652100-6 Antineoplastické činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","liekovka","15,0000","700,000","10,000","770,000","0,000","2.12.2016 13:38:00",
"Z201642578","Z201642578_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","HATRICK, s.r.o.","36626350","Slovenská republika","Valaská - Piesok","97643","Strojárenská 305","Kúpna zmluva","zvodidlový odrážač Zo B3","34900000-6 Rôzne dopravné zariadenia a náhradné diely;34920000-2 Cestné príslušenstvo;34928000-8 Vybavenie ciest;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Galanta","Galanta","Matúškovská cesta č. 886","16.12.2016 13:13:00","20.12.2016 13:13:00","","zákazka","1,0000","593,300","20,000","711,960","296,700","5.12.2016 14:10:00",
"Z201642582","Z201642582_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Kardiaká - levosimendan 12,5 mg","33600000-6 Farmaceutické výrobky;33622100-7 Liečivá pre srdcovú terapiu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","liekovka","3,0000","2509,850","10,000","2760,840","0,000","2.12.2016 14:08:00",
"Z201642586","Z201642586_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","Star Design, s.r.o.","47631805","Slovenská republika","Galanta","92401","Štvrť SNP 997/13","Kúpna zmluva","Kanalizačné poklopy","34920000-2 Cestné príslušenstvo;44131000-7 Kanalizačné šachty;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Galanta","Galanta","Matúškovská cesta č. 886","16.12.2016 13:22:00","20.12.2016 13:22:00","","zákazka","1,0000","1900,000","20,000","2280,000","90,000","5.12.2016 14:00:00",
"Z201642589","Z201642589_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Kardiaká - alprostadil 20µg/ml","33600000-6 Farmaceutické výrobky;33622100-7 Liečivá pre srdcovú terapiu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","ampulka","900,0000","9913,090","10,000","10904,400","0,000","2.12.2016 14:38:01",
"Z201642587","Z201642587_Z","Harmónia - zariadenie pre seniorov, domov sociálnych služieb a útulok","00647748","Slovenská republika","Žilina","01001","Republiky 22","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika","Bratislava 5","85101","Wolkrova 5, P.O.BOX 212","Kúpna zmluva","Čistiace, dezinfekčné a hygienické  prostriedky","24455000-8 Dezinfekčné prostriedky;33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky;39830000-9 Čistiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Republiky 22","","","12.12.2016 10:00:00","zákazka","1,0000","900,790","20,000","1080,950","103,570","1.12.2016 11:08:00",
"Z201642594","Z201642594_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Antihemoragiká   - ľudský fibrinogén, ľudský trombín,  9,5cm x 4,8cm","33600000-6 Farmaceutické výrobky;33621200-1 Antihemoragiká;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","blister hliníkový","10,0000","2460,000","10,000","2706,000","13,000","2.12.2016 15:08:00",
"Z201642598","Z201642598_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Cytostatiká - vinflunín 250 mg","33600000-6 Farmaceutické výrobky;33652100-6 Antineoplastické činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","liekovka","6,0000","6909,000","10,000","7599,900","231,120","2.12.2016 14:14:00",
"Z201642626","Z201642626_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","Jaroslav Prekop AUTOŠKOLA ","22824804","Slovenská republika","Trenčín","91105","Brnianska 1","Zmluva o poskytovaní služieb","Vykonanie STK a EK","60100000-9 Služby cestnej dopravy","Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Na Vinohrady 1022","1.1.2017 14:12:00","31.12.2017 14:12:00","","ks EK+TK","65,0000","1789,310","20,000","2147,170","0,000","2.12.2016 14:15:00",
"Z201642643","Z201642643_Z","Mestská časť Bratislava - Vrakuňa","603295","Slovenská republika","Bratislava","82107","Šíravská 7","Výroba a obchod ŠVAGERKO, s.r.o.","36486256","Slovenská republika","Spišská Teplica","05934","Obrancov mieru 453","Rámcová dohoda","Čistiace a hygienické prostriedky","33711610-6 Šampóny;33711900-6 Mydlo;33741100-7 Čistiace prostriedky na ruky;33741200-8 Krémy na ruky alebo telové mlieka;33761000-2 Toaletný papier;33763000-6 Papierové uteráky na ruky;33764000-3 Papierové servítky;39224100-9 Metly;39224310-4 WC kefy;39224320-7 Špongie;39224330-0 Vedrá;39224340-3 Koše;39224350-6 Lopatky na smeti;39542000-3 Handry;39800000-0 Čistiace a leštiace výrobky;39830000-9 Čistiace výrobky;39831300-9 Čistiace prostriedky na podlahu;39831600-2 Čistiace prostriedky na toalety;39832000-3 Čistiace prostriedky na riad;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Vrakuňa","Šíravská 7","","","","súbor","1,0000","2801,800","20,000","3362,160","2607,840","1.12.2016 15:12:00",
"Z201642648","Z201642648_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Liečivá pre respiračný systém - acetylcysteín","33600000-6 Farmaceutické výrobky;33670000-7 Liečivá pre dýchací systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","","ampula","775,0000","209,940","10,000","230,940","0,000","2.12.2016 10:38:00",
"Z201642778","Z201642778_Z","Bardejovský podnik služieb, BAPOS m.p. Bardejov","00619621","Slovenská republika","Bardejov","08501","Štefánikova 786","LIGHT Spectrum, s.r.o.","35837900","Slovenská republika","Malacky","90101","Štefánikova 59","Kúpna zmluva","Výbojky pre svietidlá verejného osvetlenia","31514000-2 Výbojky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Bardejov","Bardejov","Štefánikova 786","8.12.2016 8:11:00","9.12.2016 8:13:00","","ks","60,0000","298,000","20,000","357,600","101,000","1.12.2016 9:00:00",
"Z201642783","Z201642783_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice","04181","Komenského 73","LABO - SK, s.r.o.","36365556","Slovenská republika","Bratislava","81102","Slávičie údolie 102/A","Kúpna zmluva","Chemikálie,  bunkové línie, médiá","24931250-6 Kultivačné prostredia;24950000-8 Špecializované chemické výrobky;33698100-0 Mikrobiologické kultúry;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","5.12.2016 8:23:00","15.12.2016 8:23:00","","súbor","1,0000","870,830","20,000","1045,000","0,000","1.12.2016 10:38:00",
