"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201611594","Z201611594_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","INFOLAB Slovakia, s. r. o. ","46732101","Slovenská republika","Beluša","01861","Kpt. Nálepku 454/31","Kúpna zmluva","Filtre do vzduchotechniky, dezinfekcia VZT ","24455000-8 Dezinfekčné prostriedky;42514310-8 Vzduchové filtre;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","1. Opravy a údržba","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","23.6.2016 14:08:00","ks","24,0000","2797,000","","","3,000","14.6.2016 12:38:00",
"Z201611736","Z201611736_Z","Ministerstvo dopravy, výstavby a regionálneho rozv","30416094","Slovenská republika","Bratislava","81005","Námestie slobody č. 6","Prox Industry s.r.o. ","36757675","Slovenská republika","Žilina","01001","M.R Štefánika 71","Kúpna zmluva","Jednorazové merače alkoholu v dychu s potlačou","38540000-2 Testovacie a meracie stroje a prístroje;60000000-8 Dopravné služby (bez prepravy odpadu);79810000-5 Tlačiarenské služby","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","","","","","27.6.2016 9:00:00","8.7.2016 14:00:00","","ks","18000,0000","7541,670","20,000","9050,000","2748,400","2.6.2016 15:38:00",
"Z201611930","Z201611930_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","Persona s.r.o.","35900865","Slovenská republika","Bratislava","85104","Šustekova 9","Kúpna zmluva","Dezinfekcia rúk","24455000-8 Dezinfekčné prostriedky;33631600-8 Antiseptiká a dezinfekčné prostriedky;33741100-7 Čistiace prostriedky na ruky;33741300-9 Dezinfekčné prostriedky na ruky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","13.6.2016 10:00:00","15.6.2016 12:00:00","","ks","240,0000","4080,000","","","0,000","1.6.2016 12:38:00",
"Z201611965","Z201611965_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","ECOLAB s.r.o.","31342213","Slovenská republika","Bratislava","81105","Čajakova 18","Kúpna zmluva","Čistiace a dezinfekčné prostriedky","39830000-9 Čistiace výrobky;39832000-3 Čistiace prostriedky na riad;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","13.6.2016 8:00:00","15.6.2016 12:00:00","","ban","48,0000","2700,000","","","0,000","1.6.2016 14:38:00",
"Z201612058","Z201612058_Z","Mesto Prievidza","318442","Slovenská republika","Prievidza","97101","Námestie slobody 14","HONOR s.r.o.","31598251","Slovenská republika","Čadca","02201","Slovanská cesta 1341","Kúpna zmluva","Detské uteráky a detské  posteľné súpravy","39512000-4 Posteľná bielizeň;39512100-5 Plachty;39514100-9 Uteráky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Prievidza","Prievidza","MŠ: Ul. Benického,Ul. Krmana,Športová ul.,Ul. Mišúta,Ul.Mišíka,Ul. Matušku,Nábr.sv.Cyrila,Ul.Gorkého,Ul.Clementisa,Ul.Dobšinského,Malonecpalská ul. ","","","30.6.2016 14:37:00","ks","1083,0000","2762,500","20,000","3315,000","3885,000","1.6.2016 11:54:00",
"Z201612065","Z201612065_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","KFP, s. r. o.","44467141","Slovenská republika","Ružomberok","03401","Štefana Moyzesa 1566","Kúpna zmluva","Skladacie zábrany","44316300-1 Mriežky/mrežové ploty;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Banská Bystrica","Slovenská Ľupča","Príboj 560","","","21.6.2016 12:00:00","ks","5,0000","640,830","20,000","769,000","239,000","1.6.2016 10:52:00",
"Z201612115","Z201612115_Z","Univerzitná nemocnica L. Pasteura Košice","00606707","Slovenská republika","Košice","04190","Rastislavova 43","PRIMUS spol. s r.o.","31632548","Slovenská republika","Lietavská Lúčka","013 11","Žilinská cesta 63","Kúpna zmluva","Plastové nádoba","19520000-7 Plastové výrobky;34928480-6 Kontajnery a nádoby na odpad a odpadky;39224330-0 Vedrá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Košice IV","Košice - mestská časť Šebastovce","Rastislavova 43 , 040 01 Košice ","15.6.2016 9:54:00","17.6.2016 9:54:00","","ks","240,0000","130,000","20,000","156,000","0,000","3.6.2016 10:32:00",
"Z201612129","Z201612129_Z","Obec Dvorníky","00312495","Slovenská republika","Dvorníky","92056","Dvorníky 428","IMEX Pumpy, s.r.o.","36242811","Slovenská republika","Hlohovec","92001","Nitrianska 54","Kúpna zmluva","Elektrické kalové čerpadlo s prečerpávacou nádržou","42122220-8 Čerpadlá odpadových vôd;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Hlohovec","Dvorníky","","25.7.2016 10:00:00","23.9.2016 10:00:00","","ks","30,0000","15333,330","20,000","18400,000","800,000","27.6.2016 11:03:59",
"Z201612145","Z201612145_Z","Mesto Detva","00319805","Slovenská republika","Detva","96212","J. G. Tajovského 7","LUKA Centrum s.r.o.","47536756","Slovenská republika","Tornaľa","98201","Šafárikova 1967/72 ","Zmluva o dielo","Zariadenie detského ihriska","37524900-6 Herné súpravy;37535200-9 Zariadenie ihrísk;37535210-2 Ihriskové hojdačky;37535250-4 Ihriskové vahadlové hojdačky;37535270-0 Ihriskové pieskoviská;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Detva","Detva - sídlisko","Obrancov mieru ","1.7.2016 11:25:00","29.7.2016 11:26:00","","kompl.","1,0000","11999,000","20,000","14398,800","0,000","1.6.2016 11:58:00",
"Z201612155","Z201612155_Z","Národné poľnohospodárske a potravinárske centrum","42337402","Slovenská republika","Lužianky ","95141","Hlohovecká 2","Ing. Ľubica Lazová","33169535","Slovenská republika","Mníchová Lehota","91321","385","Kúpna zmluva","Agrochemikálie, hnojivá","24440000-0 Rôzne hnojivá;24450000-3 Agrochemikálie","Tovar","","Slovenská republika","Banskobystrický","Detva","Vígľaš","NPPC-VÚRV, Výskumno-šľachtiteľská stanica Vígľaš-Pstruša, Pstruša 334, 962 12  Detva","17.6.2016 10:00:00","6.7.2016 15:00:00","","počet položiek","7,0000","13300,000","20,000","15960,000","350,000","8.6.2016 10:53:58",
"Z201612162","Z201612162_Z","Mesto Detva","00319805","Slovenská republika","Detva","96212","J. G. Tajovského 7","AGROSERVIS spol. s r.o.","31441751","Slovenská republika","Komárno","94501","Hadovská cesta 6","Kúpna zmluva","Nákup technológie na zber a úpravu mestskej zelene","16120000-2 Brány, rozrývače, kultivátory, plečky alebo obrábače pôdy;16310000-1 Kosačky;16340000-0 Žacie mechanizmy a mláťačky;16700000-2 Traktory/ťahače;16810000-6 Časti poľnohospodárskych mechanizmov;34223300-9 Prívesy;34223370-0 Prívesy s vyklápaním;43250000-0 Čelné lopatové nakladače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Detva","Detva","J.G.Tajovského 7","13.6.2016 12:50:00","24.6.2016 12:48:00","","kompl.","1,0000","36000,000","20,000","43200,000","342,000","1.6.2016 13:24:00",
"Z201612163","Z201612163_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Kúpna zmluva","Tonery - originál  HP V/16","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","13.6.2016 8:00:00","14.6.2016 13:00:00","","ks-sad","51,0000","7300,000","","","0,050","1.6.2016 12:40:00",
"Z201612169","Z201612169_Z","Mesto Detva","00319805","Slovenská republika","Detva","96212","J. G. Tajovského 7","ELKOPLAST Slovakia s.r.o.","36851264","Slovenská republika","Trenčianske Teplice","91451","Partizánska 493/80","Kúpna zmluva","Rozšírenie separovaného zberu ","34928480-6 Kontajnery a nádoby na odpad a odpadky;42636000-3 Lisy;42636100-4 Hydraulické lisy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Detva","Detva","Bottova 1272","13.6.2016 13:26:00","30.6.2016 13:26:00","","kompl.","1,0000","35415,830","20,000","42499,000","1561,100","1.6.2016 14:06:00",
"Z201612298","Z201612298_Z","Fakultná nemocnica Trenčín","00610470","Slovenská republika","Trenčín","91171","Legionárska 28","ABAKE spol. s r.o.","36442071","Slovenská republika","Martin","036 01","Kollárova 73 73","Kúpna zmluva","Bicar","24313320-0 Hydrogenuhličitan sodný;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Trenčiansky","Trenčín","","Legionárska 28","15.6.2016 13:00:00","15.6.2016 14:00:00","","kg","4000,0000","2350,000","20,000","2820,000","0,000","6.6.2016 12:38:00",
"Z201612403","Z201612403_Z","Stredná odborná škola, T. Vansovej 32, Prievidza","42026407","Slovenská republika","Prievidza","97101","T. Vansovej 32","LEMAS spol. s r.o.","31616810","Slovenská republika","Prievidza","97101","Nedožerská cesta 171/20","Zmluva o dielo","Maľovanie priestorov školy","45000000-7 Stavebné práce;45442100-8 Maliarske a natieračské práce;60000000-8 Dopravné služby (bez prepravy odpadu);90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom","Stavebná práca;Služba","1. Opravy a údržba","Slovenská republika","Trenčiansky","Prievidza","Prievidza","","13.6.2016 14:49:00","29.7.2016 14:50:00","","práca, služba","1,0000","6490,000","20,000","7788,000","6211,200","1.6.2016 14:51:00",
"Z201612470","Z201612470_Z","Krajská hvezdáreň a planetárium Maximiliána Hella","35987405","Slovenská republika","Žiar nad Hronom","96501","Duklianskych hrdinov 21","ELENIT, s.r.o.","44559372","Slovenská republika","Zvolen","960 01","Predmestie 8034/1","Zmluva o dielo","Rekonštrukcia podláh na vyhliadkovej terase","45111300-1 Demontážne práce;45261214-7 Kladenie asfaltovej strešnej krytiny;45410000-4 Omietkarské práce;45432112-2 Kladenie dlažby","Stavebná práca","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Hvezdáreň Vartovka","27.6.2016 11:07:00","31.8.2016 11:08:00","","rekonštrukcia","1,0000","2500,000","20,000","3000,000","240,000","6.6.2016 10:03:00",
"Z201612498","Z201612498_Z","MARIANUM - Pohrebníctvo mesta Bratislava, p.o.","17330190","Slovenská republika","Bratislava","81102","Šafárikovo nám .č. 3","Pri Jazere s. r. o.","44227221","Slovenská republika","Zálesie","90028","Starobystrická 204/29","Zmluva o dielo","Búracie práce a likvidácia stavebného odpadu, Dom smútku ","45110000-1 Búranie budov a demolačné práce a zemné práce;45111100-9 Demolačné práce;45111200-0 Úpravy staveniska a vyčisťovacie práce;60000000-8 Dopravné služby (bez prepravy odpadu);63110000-3 Manipulácia s nákladom;90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom","Stavebná práca;Služba","16. Likvidácia odpadovej vody a odpadu; sanitárnea podobné služby","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Stachanovská ul. č. 99 ","20.6.2016 15:00:00","31.10.2016 15:00:00","","súbor položiek","1,0000","8600,000","20,000","10320,000","2552,000","9.6.2016 13:03:01",
"Z201612499","Z201612499_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","DD21 s.r.o.","43818030","Slovenská republika","Prešov","08005","Švábska 107","Kúpna zmluva","Spotrebný materiál  Epson PP-100N  - RTG","30125110-5 Toner do laserových tlačiarní/faxových prístrojov;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu);90513000-6 Služby na spracovanie a likvidáciu nie nebezpečného odpadu","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","13.6.2016 8:00:00","14.6.2016 13:00:00","","bal-ks","110,0000","1200,000","","","400,000","1.6.2016 15:38:00",
"Z201612504","Z201612504_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice","04181","Komenského 73","Ladislav Vasiľ PILOSPAN","37016750","Slovenská republika","Slanské Nové Mesto","04418","Slanské Nové Mesto 183","Kúpna zmluva","Nábytok do zdravotníckeho zariadenia","33192000-2 Zdravotnícky nábytok;39100000-3 Nábytok;39130000-2 Kancelársky nábytok;39150000-8 Rôzny nábytok a vybavenie","Tovar","","Slovenská republika","Košický","Košice","Košice","Komenského 73","1.8.2016 8:00:00","30.12.2016 12:00:00","","Množstvá uvedené v opise","1,0000","47899,170","20,000","57479,000","69761,000","20.6.2016 11:24:00",
"Z201612505","Z201612505_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Kúpna zmluva","Tonery - originál HP2612,HP285","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","15.6.2016 8:00:00","16.6.2016 13:00:00","","ks","65,0000","5700,000","","","0,000","3.6.2016 14:38:00",
"Z201612508","Z201612508_Z","Nitriansky samosprávny kraj","37861298","Slovenská republika","Nitra","94901","Rázusova 2A","COOPServis, spol.s r.o. ","00655180","Slovenská republika","Nové Zámky","94001","Považská 18","Kúpna zmluva","Elektrická smažiaca panvica, 60 l ","39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia;39221000-7 Kuchynské vybavenie;39310000-8 Zariadenia hromadného stravovania;51100000-3 Inštalácia elektrických a mechanických zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Komárno","Hurbanovo","""MAGNÓLIA"" - Zariadenie sociálnych služieb Hurbanovo, Športová 11, 947 01 Hurbanovo","","","16.6.2016 12:00:00","ks","1,0000","2598,000","20,000","3117,600","1082,400","1.6.2016 14:38:00",
"Z201612517","Z201612517_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Kúpna zmluva","rituximab - 59839","33652000-5 Antineoplastické a imunomodulačné činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","1.7.2016 14:42:00","29.7.2016 14:43:00","","bal","100,0000","41949,990","10,000","46144,990","0,010","22.6.2016 15:20:00",
"Z201612525","Z201612525_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Kúpna zmluva","rituximab - 46130","33652000-5 Antineoplastické a imunomodulačné činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","1.7.2016 16:07:00","29.7.2016 16:08:00","","ks","100,0000","105082,000","10,000","115590,200","1,000","22.6.2016 16:45:59",
"Z201612538","Z201612538_Z","Základná škola, Seňa 507","35513454","Slovenská republika","Seňa","04458","Seňa 507","Ing. Ľudovít Paulina MIPA","32687699","Slovenská republika","Michalovce","07101","Stavbárov 3","Kúpna zmluva","Učebné pomôcky pre žiakov 1. ročníka","39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Košice - okolie","Seňa","507","","","16.6.2016 12:00:00","Zákazka","1,0000","389,000","20,000","466,800","471,600","7.6.2016 10:38:01",
"Z201612541","Z201612541_Z","Mesto Trenčín","00312037","Slovenská republika","Trenčín","91164","Mierové námestie 2","SABRINA MODELLE, s.r.o.","36525685","Slovenská republika","Levice","93401","Pri Podlužianke 3","Kúpna zmluva","Pracovná výstroj pre Mestskú políciu - obuv","18800000-7 Obuv;18813000-1 Obuv s koženým zvrškom;18815200-7 Vysoké topánky po lýtka;18820000-3 Športová obuv;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Mestská polícia Trenčín, Hviezdová 129/2, 911 01 Trenčín","20.6.2016 8:00:00","30.11.2016 8:00:00","","celok","1,0000","3999,990","20,000","4799,990","2044,810","8.6.2016 11:31:59",
